MAROB_ID_1,MAROB_ID_2,messzeit,kennung,geogr_breite,geogr_laenge,horizontale_sicht,wetter2,Score
8764705,8826060,1,1,0.5,1.4861384957513776e-06,1.0,1.0,0.7500002476897493
8765299,8826060,1,1,0.4861926537901219,1.236848304590732e-06,1.0,1.0,0.7476989817730713
8765299,8764705,1,1,0.9997227795604651,0.9993763620805105,1.0,1.0,0.9998498569401626
8826670,8826060,1,1,0.9997227795604651,0.9997227795604651,1.0,1.0,0.9999075931868218
8826670,8764705,1,1,0.4861926537901219,1.6784953837823988e-06,1.0,1.0,0.7476990553809175
8826670,8765299,1,1,0.47250450840610136,1.3981009838499707e-06,1.0,0.0,0.5787509844178476
8826091,8765277,1,1,0.0697530446149985,0.0027120509551013094,1.0,1.0,0.6787441825950167
8764695,8765277,1,1,0.9988915792636798,0.9997227795604648,1.0,1.0,0.9997690598040241
8764695,8826091,1,1,0.0625,0.002939935053537342,1.0,1.0,0.6775733225089229
8826674,8765277,1,1,0.0697530446149985,0.0023040695794416433,1.0,0.0,0.5120095190324068
8826674,8826091,1,1,1.0,0.9988915792636798,1.0,1.0,0.9998152632106132
8826674,8764695,1,1,0.0625,0.002500443982469539,1.0,1.0,0.6775000739970782
8765298,8826062,1,1,0.9993763620805105,0.9997227795604652,1.0,1.0,0.9998498569401626
8826713,8826062,1,1,0.9993763620805105,0.9997227795604652,1.0,1.0,0.9998498569401626
8826713,8765298,1,1,1.0,1.0,1.0,0.0,0.8333333333333334
8764693,8826062,1,1,1.0,1.0,1.0,1.0,1.0
8764693,8765298,1,1,0.9993763620805105,0.9997227795604652,1.0,1.0,0.9998498569401626
8764693,8826713,1,1,0.9993763620805105,0.9997227795604652,1.0,1.0,0.9998498569401626
8826740,8764700,1,1,0.9777923342613374,0.9777923342613374,1.0,1.0,0.9925974447537791
8765318,8764700,1,1,0.9999306876841536,0.9988915792636801,1.0,1.0,0.9998037111579722
8765318,8826740,1,1,0.9752878573818304,0.986506184171339,1.0,0.0,0.8269656735921949
8826087,8764700,1,1,0.9726549474122858,0.9726549474122858,1.0,1.0,0.990884982470762
8826087,8826740,1,1,0.9997227795604652,0.9997227795604652,1.0,1.0,0.9999075931868218
8826087,8765318,1,1,0.969894680035447,0.982411939933184,1.0,1.0,0.9920511033281052
8826028,8764663,1,1,0.9726549474122848,0.8408964152537145,1.0,1.0,0.9689252271109998
8826698,8764663,1,1,0.9801673530110245,0.8408964152537145,1.0,1.0,0.97017729471079
8826698,8826028,1,1,0.9993763620805105,1.0,1.0,1.0,0.9998960603467517
8765290,8764663,1,1,0.9997227795604652,0.9993763620805105,1.0,1.0,0.9998498569401626
8765290,8826028,1,1,0.9670081808446851,0.8230773946790545,1.0,1.0,0.9650142625872898
8765290,8826698,1,1,0.9752878573818304,0.8230773946790545,1.0,0.0,0.7997275420101474
8826727,8826046,1,1,0.99889157926368,0.9997227795604652,1.0,1.0,0.9997690598040242
8764688,8826046,1,1,0.0625,0.21022410381342863,1.0,1.0,0.7121206839689049
8764688,8826727,1,1,0.06975304461499748,0.20160453540977355,1.0,1.0,0.7118929300041286
8765303,8826046,1,1,0.05911221126305901,0.2236167248387125,1.0,1.0,0.7137881560169619
8765303,8826727,1,1,0.06604531334722381,0.2146264818197644,1.0,0.0,0.5467786325278314
8765303,8764688,1,1,0.9997227795604651,0.9993763620805105,1.0,1.0,0.9998498569401626
8764828,8826050,1,1,1.0,1.0,1.0,1.0,1.0
8826709,8826050,1,1,0.9999306876841536,0.9993763620805105,1.0,1.0,0.9998845082941107
8826709,8764828,1,1,0.9999306876841536,0.9993763620805105,1.0,1.0,0.9998845082941107
8765308,8826050,1,1,0.9999306876841536,0.9993763620805105,1.0,1.0,0.9998845082941107
8765308,8764828,1,1,0.9999306876841536,0.9993763620805105,1.0,1.0,0.9998845082941107
8765308,8826709,1,1,1.0,1.0,1.0,0.0,0.8333333333333334
8764669,8826048,1,1,0.8408964152537145,1.418833902029948e-18,1.0,1.0,0.8068160692089524
8765272,8826048,1,1,0.8350300375507396,1.5785562912070135e-18,1.0,1.0,0.8058383395917899
8765272,8764669,1,1,0.9999306876841536,0.9999306876841536,1.0,1.0,0.9999768958947178
8826663,8826048,1,1,0.9993763620805105,0.9988915792636801,1.0,1.0,0.999711323557365
8826663,8764669,1,1,0.8230773946790535,2.172122860825912e-18,1.0,1.0,0.8038462324465089
8826663,8765272,1,1,0.8169954789557975,2.41530554693969e-18,1.0,0.0,0.6361659131592996
8765312,8764838,1,1,0.9999306876841535,0.9997227795604652,1.0,1.0,0.9999422445407697
8826096,8764838,1,1,0.13490352956305363,0.00033120222838079263,1.0,1.0,0.6892057886319056
8826096,8765312,1,1,0.1317522952216342,0.0003013233302990953,1.0,1.0,0.6886756030919889
8826733,8764838,1,1,0.14137510491915734,0.00028735066333124623,1.0,1.0,0.6902770759304149
8826733,8765312,1,1,0.13811098714406733,0.00026121040744637113,1.0,0.0,0.5230620329252522
8826733,8826096,1,1,0.9997227795604652,0.9993763620805105,1.0,1.0,0.9998498569401626
8765269,8826037,1,1,0.3099269249847462,3.640257421372877e-05,1.0,1.0,0.7183272212598266
8764674,8826037,1,1,0.3099269249847462,4.4991126015961084e-05,1.0,1.0,0.7183286526851269
8764674,8765269,1,1,1.0,0.9988915792636806,1.0,1.0,0.9998152632106135
8826661,8826037,1,1,0.9988915792636801,0.9997227795604656,1.0,1.0,0.9997690598040242
8826661,8765269,1,1,0.33272449830183387,3.2717000196430395e-05,1.0,0.0,0.5554595358836718
8826661,8764674,1,1,0.33272449830183387,4.0480875000126295e-05,1.0,1.0,0.7221274965294724
8765305,8764703,1,1,0.9993763620805105,0.9993763620805105,1.0,1.0,0.9997921206935034
8826729,8764703,1,1,0.0037326087256754396,0.007978869137696772,1.0,1.0,0.6686185796438953
8826729,8765305,1,1,0.004197947966802243,0.00889925326393803,1.0,0.0,0.50218286687179
8826095,8764703,1,1,0.0043644028830945964,0.009226505167418395,1.0,1.0,0.6689318180084189
8826095,8765305,1,1,0.0049003482658968745,0.010273702408208595,1.0,1.0,0.6691956751123509
8826095,8826729,1,1,0.9988915792636801,0.9988915792636798,1.0,1.0,0.9996305264212267
8764661,8826738,1,1,0.038236651556240404,0.14807500089853604,1.0,1.0,0.6977186087424627
8826038,8826738,1,1,0.9993763620805105,0.9988915792636801,1.0,1.0,0.999711323557365
8826038,8764661,1,1,0.034915223064756945,0.13490352956305252,1.0,1.0,0.6949697921046349
8765316,8826738,1,1,0.038236651556240404,0.15151158336897455,1.0,0.0,0.5316247058208692
8765316,8764661,1,1,1.0,0.9999306876841535,1.0,1.0,0.999988447947359
8765316,8826038,1,1,0.034915223064756945,0.1381109871440685,1.0,1.0,0.6955043683681377
8826711,8826056,1,1,0.9988915792636801,0.9997227795604651,1.0,1.0,0.9997690598040242
8764690,8826056,1,1,0.9930924954370357,0.8408964152537143,1.0,1.0,0.972331485115125
8764690,8826711,1,1,0.986506184171339,0.852398523948498,1.0,1.0,0.9731507846866395
8765297,8826056,1,1,0.9966093401292263,0.8523985239484978,1.0,1.0,0.974834644012954
8765297,8826711,1,1,0.9916479925550221,0.863578960313363,1.0,0.0,0.8092044921447309
8765297,8764690,1,1,0.9993763620805105,0.9997227795604651,1.0,1.0,0.9998498569401626
8826039,8765313,1,1,0.9993763620805106,0.9993763620805105,1.0,1.0,0.9997921206935035
8826735,8765313,1,1,1.0,1.0,1.0,0.0,0.8333333333333334
8826735,8826039,1,1,0.9993763620805106,0.9993763620805105,1.0,1.0,0.9997921206935035
8764686,8765313,1,1,0.9993763620805106,0.9993763620805105,1.0,1.0,0.9997921206935035
8764686,8826039,1,1,1.0,1.0,1.0,1.0,1.0
8764686,8826735,1,1,0.9993763620805106,0.9993763620805105,1.0,1.0,0.9997921206935035
8764704,8826664,1,1,0.9988915792636801,0.9999306876841535,1.0,1.0,0.9998037111579722
8765281,8826664,1,1,1.0,1.0,1.0,0.0,0.8333333333333334
8765281,8764704,1,1,0.9988915792636801,0.9999306876841535,1.0,1.0,0.9998037111579722
8826049,8826664,1,1,0.9988915792636801,0.9999306876841535,1.0,1.0,0.9998037111579722
8826049,8764704,1,1,1.0,1.0,1.0,1.0,1.0
8826049,8765281,1,1,0.9988915792636801,0.9999306876841535,1.0,1.0,0.9998037111579722
8765311,8826732,1,1,0.982411939933184,0.9542240809667016,1.0,0.0,0.822772670149981
8826058,8826732,1,1,0.9999306876841536,0.9993763620805105,1.0,1.0,0.9998845082941107
8826058,8765311,1,1,0.9845251733374135,0.963996624579164,1.0,1.0,0.9914202996527629
8764668,8826732,1,1,0.969894680035446,0.963996624579164,1.0,1.0,0.988981884102435
8764668,8765311,1,1,0.9982686325973925,0.9993763620805105,1.0,1.0,0.9996074991129839
8764668,8826058,1,1,0.9726549474122848,0.9726549474122885,1.0,1.0,0.9908849824707623
8826047,8765286,1,1,0.014078134649397875,4.4991126015962744e-05,1.0,1.0,0.669020520962569
8764707,8765286,1,1,0.9997227795604651,1.0,1.0,1.0,0.9999537965934109
8764707,8826047,1,1,0.013139006488339289,4.4991126015962744e-05,1.0,1.0,0.6688639996023926
8826662,8765286,1,1,0.016135700262844842,3.839026381836067e-05,1.0,0.0,0.5026956817544439
8826662,8826047,1,1,0.9988915792636801,0.9993763620805107,1.0,1.0,0.999711323557365
8826662,8764707,1,1,0.015076026016685904,3.839026381836067e-05,1.0,1.0,0.6691857360467506
8765314,8764689,1,1,0.9993763620805105,0.9997227795604648,1.0,1.0,0.9998498569401626
8826734,8764689,1,1,0.00358825963954022,0.20160453540976755,1.0,1.0,0.7008654658415514
8826734,8765314,1,1,0.004037281786081468,0.19323120505158464,1.0,0.0,0.532878081139611
8826036,8764689,1,1,0.0029399350535372366,0.21022410381342863,1.0,1.0,0.7021940064778276
8826036,8765314,1,1,0.0033147137415244616,0.20160453540976755,1.0,1.0,0.7008198748585486
8826036,8826734,1,1,0.9982686325973926,0.9997227795604648,1.0,1.0,0.9996652353596428
8826739,8765317,1,1,0.33856388673422316,0.9845251733374157,1.0,0.0,0.720514843345273
8826066,8765317,1,1,0.32121251300090203,0.9916479925550221,1.0,1.0,0.8854767509259874
8826066,8826739,1,1,0.9993763620805105,0.9988915792636806,1.0,1.0,0.999711323557365
8764672,8765317,1,1,0.9997227795604651,0.9999306876841537,1.0,1.0,0.9999422445407697
8764672,8826739,1,1,0.32694049813725884,0.986506184171339,1.0,1.0,0.885574447051433
8764672,8826066,1,1,0.3099269249847462,0.9930924954370347,1.0,1.0,0.8838365700702968
8765282,8764706,1,1,1.0,0.9993763620805105,1.0,1.0,0.9998960603467517
8826092,8764706,1,1,0.5,0.009226505167418202,1.0,1.0,0.7515377508612363
8826092,8765282,1,1,0.5,0.010273702408208353,1.0,1.0,0.7517122837347013
8826719,8764706,1,1,0.47250450840610136,0.008899253263938003,1.0,1.0,0.7469006269450065
8826719,8765282,1,1,0.47250450840610136,0.009913429829585103,1.0,0.0,0.5804029897059477
8826719,8826092,1,1,0.9988915792636798,0.9999306876841536,1.0,1.0,0.9998037111579722
8765307,8826728,1,1,0.6345914549576301,0.9314821318134258,1.0,0.0,0.7610122644618427
8764710,8826728,1,1,0.6060463334758965,0.9229983666666941,1.0,0.0,0.7548407833570985
8764710,8765307,1,1,0.99889157926368,0.9997227795604652,1.0,0.0,0.8331023931373576
8826086,8826728,1,1,0.9982686325973925,0.9988915792636798,1.0,0.0,0.8328600353101786
8826086,8765307,1,1,0.5989053811224593,0.9471074402518935,1.0,0.0,0.7576688035623921
8826086,8764710,1,1,0.5703818579342116,0.9395227492140129,1.0,1.0,0.9183174345247039
8826731,8765310,1,1,1.0,1.0,1.0,0.0,0.8333333333333334
8826063,8765310,1,1,0.9999306876841535,0.9999306876841535,1.0,0.0,0.8333102292280512
8826063,8826731,1,1,0.9999306876841535,0.9999306876841535,1.0,0.0,0.8333102292280512
8764666,8765310,1,1,0.9999306876841535,0.9999306876841535,1.0,0.0,0.8333102292280512
8764666,8826731,1,1,0.9999306876841535,0.9999306876841535,1.0,0.0,0.8333102292280512
8764666,8826063,1,1,1.0,1.0,1.0,1.0,1.0
8825943,8764667,1,1,1.0,0.9930924954370357,1.0,1.0,0.9988487492395061
8765292,8764667,1,1,0.9999306876841536,0.9993763620805105,1.0,1.0,0.9998845082941107
8765292,8825943,1,1,0.9999306876841536,0.9883541566162036,1.0,0.0,0.8313808073833929
8826043,8764667,1,1,1.0,0.9930924954370357,1.0,1.0,0.9988487492395061
8826043,8825943,1,1,1.0,1.0,1.0,1.0,1.0
8826043,8765292,1,1,0.9999306876841536,0.9883541566162036,1.0,1.0,0.9980474740500597
8764523,8764667,1,1,1.0,1.0,1.0,1.0,1.0
8764523,8825943,1,1,1.0,0.9930924954370357,1.0,0.0,0.8321820825728393
8764523,8765292,1,1,0.9999306876841536,0.9993763620805105,1.0,0.0,0.8332178416274441
8764523,8826043,1,1,1.0,0.9930924954370357,1.0,1.0,0.9988487492395061
8826707,8764667,1,1,0.9993763620805106,0.9982686325973927,1.0,1.0,0.999607499112984
8826707,8825943,1,1,0.9993763620805106,0.9982686325973922,1.0,0.0,0.8329408324463171
8826707,8765292,1,1,0.9997227795604652,0.9955736831881947,1.0,0.0,0.83254941045811
8826707,8826043,1,1,0.9993763620805106,0.9982686325973922,1.0,1.0,0.9996074991129839
8826707,8764523,1,1,0.9993763620805106,0.9982686325973927,1.0,0.0,0.8329408324463173
8770757,8832138,1,1,1.0,1.0,1.0,1.0,1.0
8770758,8832139,1,1,1.0,1.0,1.0,1.0,1.0
8839645,8839670,1,1,1.0,1.0,1.0,1.0,1.0
8830508,8769081,1,1,0.9395227492140129,0.9395227492140115,1.0,1.0,0.9798409164046706
8770780,8832111,1,1,0.7791645796605001,0.025559439329930895,1.0,1.0,0.8007873364984052
8771317,8771315,1,1,1.0,1.0,1.0,1.0,1.0
8832312,8771315,1,1,0.9726549474122858,0.9930924954370357,1.0,1.0,0.994291240474887
8832312,8771317,1,1,0.9726549474122858,0.9930924954370357,1.0,1.0,0.994291240474887
8832294,8771315,1,1,0.9726549474122858,0.9930924954370357,1.0,1.0,0.994291240474887
8832294,8771317,1,1,0.9726549474122858,0.9930924954370357,1.0,1.0,0.994291240474887
8832294,8832312,1,1,1.0,1.0,1.0,1.0,1.0
8832049,8832046,1,1,1.0,1.0,1.0,1.0,1.0
8769707,8832046,1,1,0.5703818579342103,1.0,1.0,1.0,0.9283969763223684
8769707,8832049,1,1,0.5703818579342103,1.0,1.0,1.0,0.9283969763223684
8768988,8830401,1,1,1.0,1.0,1.0,1.0,1.0
8846365,8846367,1,1,1.0,1.0,1.0,1.0,1.0
8784271,8846367,1,1,1.0,1.0,1.0,1.0,1.0
8784271,8846365,1,1,1.0,1.0,1.0,1.0,1.0
8769085,8830513,1,1,1.0,1.0,1.0,1.0,1.0
8769086,8830514,1,1,0.9930924954370357,0.8950250709279722,1.0,1.0,0.9813529277275013
8789358,8836404,1,1,1.0,1.0,1.0,1.0,1.0
8836405,8836404,1,1,1.0,1.0,1.0,1.0,1.0
8836405,8789358,1,1,1.0,1.0,1.0,1.0,1.0
8789366,8836404,1,1,1.0,1.0,1.0,1.0,1.0
8789366,8789358,1,1,1.0,1.0,1.0,1.0,1.0
8789366,8836405,1,1,1.0,1.0,1.0,1.0,1.0
8770553,8832563,1,1,0.9993763620805105,0.9997227795604652,1.0,1.0,0.9998498569401626
8771266,8832563,1,1,1.0,1.0,1.0,0.0,0.8333333333333334
8771266,8770553,1,1,0.9993763620805105,0.9997227795604652,1.0,1.0,0.9998498569401626
8831853,8832563,1,1,0.9993763620805105,0.9997227795604652,1.0,1.0,0.9998498569401626
8831853,8770553,1,1,1.0,1.0,1.0,1.0,1.0
8831853,8771266,1,1,0.9993763620805105,0.9997227795604652,1.0,1.0,0.9998498569401626
8771405,8832651,1,1,0.9395227492140101,0.9930924954370347,1.0,1.0,0.9887692074418407
8771412,8832651,1,1,0.9395227492140101,0.9930924954370347,1.0,1.0,0.9887692074418407
8771412,8771405,1,1,1.0,1.0,1.0,1.0,1.0
8832739,8832651,1,1,1.0,1.0,1.0,1.0,1.0
8832739,8771405,1,1,0.9395227492140101,0.9930924954370347,1.0,1.0,0.9887692074418407
8832739,8771412,1,1,0.9395227492140101,0.9930924954370347,1.0,1.0,0.9887692074418407
8771267,8770554,1,1,0.9993763620805105,0.9982686325973926,1.0,1.0,0.9996074991129839
8831858,8770554,1,1,1.0,1.0,1.0,1.0,1.0
8831858,8771267,1,1,0.9993763620805105,0.9982686325973926,1.0,1.0,0.9996074991129839
8832566,8770554,1,1,0.9993763620805105,0.9982686325973926,1.0,1.0,0.9996074991129839
8832566,8771267,1,1,1.0,1.0,1.0,0.0,0.8333333333333334
8832566,8831858,1,1,0.9993763620805105,0.9982686325973926,1.0,1.0,0.9996074991129839
8834863,8834850,1,1,1.0,1.0,1.0,1.0,1.0
8834935,8835351,1,1,1.0,1.0,1.0,1.0,1.0
8832230,8832261,1,1,1.0,1.0,1.0,1.0,1.0
8831873,8771269,1,1,0.9988915792636801,0.9982686325973925,1.0,1.0,0.9995267019768455
8770560,8771269,1,1,0.9988915792636801,0.9982686325973925,1.0,1.0,0.9995267019768455
8770560,8831873,1,1,1.0,1.0,1.0,1.0,1.0
8832572,8771269,1,1,1.0,1.0,1.0,0.0,0.8333333333333334
8832572,8831873,1,1,0.9988915792636801,0.9982686325973925,1.0,1.0,0.9995267019768455
8832572,8770560,1,1,0.9988915792636801,0.9982686325973925,1.0,1.0,0.9995267019768455
8770608,8831884,1,1,0.006389859832482598,0.16957554093095878,1.0,1.0,0.6959942334605735
8832552,8831884,1,1,1.0,0.9988915792636801,1.0,1.0,0.9998152632106133
8832552,8770608,1,1,0.006389859832482598,0.1550064334439832,1.0,1.0,0.6935660488794111
8771245,8831884,1,1,0.006884654637424646,0.16957554093095878,1.0,1.0,0.6960766992613971
8771245,8770608,1,1,0.9997227795604651,1.0,1.0,1.0,0.9999537965934109
8771245,8832552,1,1,0.006884654637424646,0.1550064334439832,1.0,0.0,0.526981848013568
8832542,8771248,1,1,0.534958914450137,2.246614908725384e-09,1.0,0.0,0.5891598194494587
8770730,8771248,1,1,0.9993763620805105,0.9999306876841535,1.0,1.0,0.9998845082941106
8770730,8832542,1,1,0.5561708356146773,2.419741367127361e-09,1.0,1.0,0.7593618063390698
8831850,8771248,1,1,0.549084465209404,1.5467637447459308e-09,1.0,1.0,0.7581807444593612
8831850,8832542,1,1,0.9997227795604651,0.9982686325973925,1.0,1.0,0.999665235359643
8831850,8770730,1,1,0.5703818579342128,1.6671141068040973e-09,1.0,1.0,0.7617303099335544
8770611,8771246,1,1,0.9997227795604651,0.9982686325973917,1.0,1.0,0.9996652353596428
8831851,8771246,1,1,0.9997227795604651,0.9982686325973917,1.0,1.0,0.9996652353596428
8831851,8770611,1,1,1.0,1.0,1.0,1.0,1.0
8832543,8771246,1,1,0.9997227795604651,0.9999306876841535,1.0,0.0,0.8332755778741031
8832543,8770611,1,1,1.0,0.9988915792636798,1.0,1.0,0.9998152632106132
8832543,8831851,1,1,1.0,0.9988915792636798,1.0,1.0,0.9998152632106132
8832544,8831859,1,1,0.9988915792636801,0.9988915792636801,1.0,1.0,0.9996305264212267
8771268,8831859,1,1,0.549084465209404,5.501773183430446e-07,1.0,1.0,0.7581808358977872
8771268,8832544,1,1,0.5775028614414273,7.076797630082628e-07,1.0,0.0,0.5962505948535317
8770558,8831859,1,1,0.5703818579342128,4.267812113418458e-07,1.0,1.0,0.761730380785904
8770558,8832544,1,1,0.5989053811224593,5.501773183430446e-07,1.0,1.0,0.7664843218832962
8770558,8771268,1,1,0.9993763620805105,0.9988915792636801,1.0,1.0,0.999711323557365
8831881,8832550,1,1,1.0,0.9993763620805105,1.0,1.0,0.9998960603467517
8771244,8832550,1,1,0.08189958774114801,0.003314713741524576,1.0,0.0,0.5142023835804455
8771244,8831881,1,1,0.08189958774114801,0.002939935053537342,1.0,1.0,0.6808065871324476
8770603,8832550,1,1,0.08189958774114801,0.003314713741524576,1.0,1.0,0.680869050247112
8770603,8831881,1,1,0.08189958774114801,0.002939935053537342,1.0,1.0,0.6808065871324476
8770603,8771244,1,1,1.0,1.0,1.0,1.0,1.0
8770533,8771262,1,1,0.9993763620805105,0.9997227795604652,1.0,1.0,0.9998498569401626
8832562,8771262,1,1,1.0,1.0,1.0,0.0,0.8333333333333334
8832562,8770533,1,1,0.9993763620805105,0.9997227795604652,1.0,1.0,0.9998498569401626
8831889,8771262,1,1,0.9993763620805105,0.9997227795604652,1.0,1.0,0.9998498569401626
8831889,8770533,1,1,1.0,1.0,1.0,1.0,1.0
8831889,8832562,1,1,0.9993763620805105,0.9997227795604652,1.0,1.0,0.9998498569401626
8831879,8771286,1,1,0.969894680035447,0.982411939933184,1.0,1.0,0.9920511033281052
8832584,8771286,1,1,0.9752878573818304,0.986506184171339,1.0,0.0,0.8269656735921949
8832584,8831879,1,1,0.9997227795604652,0.9997227795604652,1.0,1.0,0.9999075931868218
8770614,8771286,1,1,0.9999306876841536,0.9988915792636801,1.0,1.0,0.9998037111579722
