MAROB_ID_1,MAROB_ID_2,messzeit,kennung,geogr_breite,geogr_laenge,Score
9304325,9273070,0,1.0,1.0,0.20000000000000284,0.5500000000000007
9304325,9273066,0,1.0,1.0,0.20000000000000284,0.5500000000000007
9304420,9273070,0,1.0,1.0,0.20000000000000284,0.5500000000000007
9304420,9273066,0,1.0,1.0,0.20000000000000284,0.5500000000000007
9378114,9335811,0,1.0,0.9499999999999997,0.29999999999999716,0.5624999999999992
9378114,9335862,0,1.0,0.9499999999999997,0.29999999999999716,0.5624999999999992
9378008,9335811,0,1.0,0.9499999999999997,0.29999999999999716,0.5624999999999992
9378008,9335862,0,1.0,0.9499999999999997,0.29999999999999716,0.5624999999999992
9425343,9406197,0,1.0,0.8999999999999999,0.29999999999999716,0.5499999999999993
9425343,9406246,0,1.0,0.8999999999999999,0.29999999999999716,0.5499999999999993
9425318,9406197,0,1.0,0.8999999999999999,0.29999999999999716,0.5499999999999993
9425318,9406246,0,1.0,0.8999999999999999,0.29999999999999716,0.5499999999999993
7302385,7295186,0,1.0,0.75,0.6500000000000001,0.6000000000000001
7302411,7295186,0,1.0,0.75,0.6500000000000001,0.6000000000000001
7507127,7483750,0,1.0,0.6499999999999999,0.3999999999999999,0.5125
7507127,7483751,0,1.0,0.6499999999999999,0.3999999999999999,0.5125
7507124,7483750,0,1.0,0.6499999999999999,0.3999999999999999,0.5125
7507124,7483751,0,1.0,0.6499999999999999,0.3999999999999999,0.5125
10774233,10746019,0,1.0,1.0,0.35000000000000053,0.5875000000000001
10774233,10745914,0,1.0,1.0,0.35000000000000053,0.5875000000000001
10774357,10746019,0,1.0,1.0,0.35000000000000053,0.5875000000000001
10774357,10745914,0,1.0,1.0,0.35000000000000053,0.5875000000000001
10802697,10774233,0,1.0,1.0,0.2999999999999998,0.575
10802697,10774357,0,1.0,1.0,0.2999999999999998,0.575
10802671,10774233,0,1.0,1.0,0.2999999999999998,0.575
10802671,10774357,0,1.0,1.0,0.2999999999999998,0.575
8069557,8047160,0,1.0,0.5999999999999979,0.1999999999999993,0.4499999999999993
8069557,8047406,0,1.0,0.5999999999999979,0.1999999999999993,0.4499999999999993
9671071,9657311,0,1.0,0.8500000000000014,0.6499999999999986,0.625
9671071,9657817,0,1.0,0.8500000000000014,0.6499999999999986,0.625
9671986,9657311,0,1.0,0.8500000000000014,0.6499999999999986,0.625
9671986,9657817,0,1.0,0.8500000000000014,0.6499999999999986,0.625
9733807,9718726,0,1.0,0.8000000000000007,0.6000000000000014,0.6000000000000005
9733807,9719107,0,1.0,0.8000000000000007,0.6000000000000014,0.6000000000000005
9735328,9718726,0,1.0,0.8000000000000007,0.6000000000000014,0.6000000000000005
9735328,9719107,0,1.0,0.8000000000000007,0.6000000000000014,0.6000000000000005
9793093,9780389,0,1.0,0.7999999999999989,0.6499999999999986,0.6124999999999994
9793093,9780647,0,1.0,0.7999999999999989,0.6499999999999986,0.6124999999999994
9793277,9780389,0,1.0,0.7999999999999989,0.6499999999999986,0.6124999999999994
9793277,9780647,0,1.0,0.7999999999999989,0.6499999999999986,0.6124999999999994
9912370,9883171,0,1.0,0.5500000000000007,0.1999999999999993,0.4375
9912370,9883297,0,1.0,0.5500000000000007,0.1999999999999993,0.4375
9912700,9883171,0,1.0,0.5500000000000007,0.1999999999999993,0.4375
9912700,9883297,0,1.0,0.5500000000000007,0.1999999999999993,0.4375
10124224,10092059,0,1.0,0.5499999999999972,0.10000000000000142,0.41249999999999964
10124224,10092998,0,1.0,0.5499999999999972,0.10000000000000142,0.41249999999999964
10124483,10092059,0,1.0,0.5499999999999972,0.10000000000000142,0.41249999999999964
10124483,10092998,0,1.0,0.5499999999999972,0.10000000000000142,0.41249999999999964
10213362,10185513,0,1.0,0.5999999999999979,0.14999999999999858,0.4374999999999991
10213362,10187216,0,1.0,0.5999999999999979,0.14999999999999858,0.4374999999999991
10213532,10185513,0,1.0,0.5999999999999979,0.14999999999999858,0.4374999999999991
10213532,10187216,0,1.0,0.5999999999999979,0.14999999999999858,0.4374999999999991
10244497,10213362,0,1.0,0.5500000000000007,0.10000000000000142,0.41250000000000053
10244497,10213532,0,1.0,0.5500000000000007,0.10000000000000142,0.41250000000000053
10245049,10213362,0,1.0,0.5500000000000007,0.10000000000000142,0.41250000000000053
10245049,10213532,0,1.0,0.5500000000000007,0.10000000000000142,0.41250000000000053
10331184,10305247,0,1.0,0.5999999999999979,0.20000000000000107,0.44999999999999973
10331184,10305791,0,1.0,0.5999999999999979,0.20000000000000107,0.44999999999999973
10331345,10305247,0,1.0,0.5999999999999979,0.20000000000000107,0.44999999999999973
10331345,10305791,0,1.0,0.5999999999999979,0.20000000000000107,0.44999999999999973
7243291,7213187,0,1.0,0.8000000000000007,0.29999999999999893,0.5249999999999999
7243291,7213206,0,1.0,0.8000000000000007,0.29999999999999893,0.5249999999999999
7243258,7213187,0,1.0,0.8000000000000007,0.29999999999999893,0.5249999999999999
7243258,7213206,0,1.0,0.8000000000000007,0.29999999999999893,0.5249999999999999
7243259,7213187,0,1.0,0.8000000000000007,0.29999999999999893,0.5249999999999999
7243259,7213206,0,1.0,0.8000000000000007,0.29999999999999893,0.5249999999999999
7254493,7243291,0,1.0,0.9499999999999993,0.8499999999999996,0.6999999999999997
7254493,7243258,0,1.0,0.9499999999999993,0.8499999999999996,0.6999999999999997
7254493,7243259,0,1.0,0.9499999999999993,0.8499999999999996,0.6999999999999997
7254457,7243291,0,1.0,0.9499999999999993,0.8499999999999996,0.6999999999999997
