MAROB_ID_1,MAROB_ID_2,messzeit,kennung,lat,lon,Score
48513444,48628030,0,1.0,0.9500000000000002,1.0,0.7375
48513431,48628030,0,1.0,0.9500000000000002,1.0,0.7375
48513431,48628057,0,1.0,1.0,1.0,0.75
48628057,48513444,0,1.0,1.0,1.0,0.75
49178616,48628030,0,1.0,0.0,0.0,0.25
49178616,48628057,0,1.0,0.0,0.0,0.25
49178616,48513444,0,1.0,0.0,0.0,0.25
49178616,48513431,0,1.0,0.0,0.0,0.25
49282232,49178616,0,1.0,1.0,1.0,0.75
