Cluster ID,confidence_score,MAROB_ID,IID,MESSZEIT,MESSZEIT_UNIX_TS,GEOGR_BREITE,GEOGR_LAENGE,KENNUNG,FAHRTRICHTUNG,FAHRTGESCHWINDIGKEIT,LUFTTEMPERATUR,TAUPUNKTTEMPERATUR,REL_FEUCHTE,LUFTDRUCK_REDUZIERT,HORIZONTALE_SICHT,WETTER,VERLAUF1,VERLAUF2
241,0.9980863332748413,10191888,10256,2019-04-26 12:00,1556280000,29.3,123,A8GU8,45,9,15,12.5,,1020.1,4000,11,0,0
241,0.9980863332748413,10191812,256,2019-04-26 12:00,1556280000,29.3,123,A8GU8,,,15,12.5,,1020.1,4010,510,,
241,0.9980863332748413,10191811,256,2019-04-26 12:00,1556280000,29.3,123,A8GU8,45,9,15,12.5,,1020.1,4010,11,0,0
242,0.9980863332748413,10605913,10256,2019-04-30 00:00,1556582400,25.7,120.8,A8GU8,225,9,25,24.8,,1007.8,2000,10,4,4
242,0.9980863332748413,10605933,256,2019-04-30 00:00,1556582400,25.7,120.8,A8GU8,225,9,25,24.8,,1007.8,2010,10,4,4
242,0.9980863332748413,10605934,256,2019-04-30 00:00,1556582400,25.7,120.8,A8GU8,,,25,24.8,,1007.8,2010,510,,
243,0.99808633,7213182,10256,2019-04-02 00:00,1554163200,9.9,-58.9,A8GX4,315,7,23,18.3,,1013,20000,2,0,0
243,0.99808633,7213207,256,2019-04-02 00:00,1554163200,9.9,-58.9,A8GX4,315,7,23,18.3,,1013,20010,2,0,0
244,0.99808633,7243290,10256,2019-04-02 06:00,1554184800,10.5,-60.1,A8GX4,315,7,23,15.3,,1013,20000,3,0,0
244,0.99808633,7243260,256,2019-04-02 06:00,1554184800,10.5,-60.1,A8GX4,315,7,23,15.3,,1013,20010,3,0,0
245,0.99808633,7304514,10256,2019-04-02 18:00,1554228000,11.7,-62.4,A8GX4,270,7,26,21.4,,1015,20000,3,2,2
245,0.99808633,7304581,256,2019-04-02 18:00,1554228000,11.7,-62.4,A8GX4,270,7,26,21.4,,1015,20010,3,2,2
246,0.99808633,7365328,10256,2019-04-03 06:00,1554271200,12.1,-65.1,A8GX4,270,7,22,17.6,,1014.5,20000,3,2,2
246,0.99808633,7365261,256,2019-04-03 06:00,1554271200,12.1,-65.1,A8GX4,270,7,22,17.6,,1014.5,20010,3,2,2
247,0.99808633,7425194,10256,2019-04-03 18:00,1554314400,12.5,-67.8,A8GX4,270,7,26.5,20.6,,1016,10000,3,2,2
247,0.99808633,7425256,256,2019-04-03 18:00,1554314400,12.5,-67.8,A8GX4,270,7,26.5,20.6,,1016,10010,3,2,2
248,0.99808633,7602858,10256,2019-04-05 06:00,1554444000,11,-75.3,A8GX4,225,7,23,17.2,,1011,4000,10,2,2
248,0.99808633,7602795,256,2019-04-05 06:00,1554444000,11,-75.3,A8GX4,225,7,23,17.2,,1011,4010,10,2,2
249,0.99808633,7724980,10256,2019-04-06 06:00,1554530400,11.2,-75.8,A8GX4,360,4,22,16.3,,1009,10000,3,2,2
249,0.99808633,7724821,256,2019-04-06 06:00,1554530400,11.2,-75.8,A8GX4,360,4,22,16.3,,1009,10010,3,2,2
250,0.99808633,7854135,10256,2019-04-07 06:00,1554616800,15.7,-75.4,A8GX4,360,7,23,17.2,,1014,10000,3,2,2
250,0.99808633,7854257,256,2019-04-07 06:00,1554616800,15.7,-75.4,A8GX4,360,7,23,17.2,,1014,10010,3,2,2
251,0.99808633,8076498,10256,2019-04-09 06:00,1554789600,18.3,-80.3,A8GX4,270,7,23,16.1,,1013,10000,3,1,1
251,0.99808633,8076474,256,2019-04-09 06:00,1554789600,18.3,-80.3,A8GX4,270,7,23,16.1,,1013,10010,3,1,1
252,0.99808633,8129792,10256,2019-04-09 18:00,1554832800,19.3,-83,A8GX4,270,7,28,21.5,,1012,10000,3,0,0
252,0.99808633,8129825,256,2019-04-09 18:00,1554832800,19.3,-83,A8GX4,270,7,28,21.5,,1012,10010,3,0,0
253,0.99808633,8183502,10256,2019-04-10 06:00,1554876000,21.2,-85,A8GX4,315,7,23,16.8,,1010,10000,3,0,0
253,0.99808633,8183621,256,2019-04-10 06:00,1554876000,21.2,-85,A8GX4,315,7,23,16.8,,1010,10010,3,0,0
254,0.99808633,8239221,10256,2019-04-10 18:00,1554919200,23.5,-86.6,A8GX4,315,7,26,15.7,,1011,10000,3,2,2
254,0.99808633,8239301,256,2019-04-10 18:00,1554919200,23.5,-86.6,A8GX4,315,7,26,15.7,,1011,10010,3,2,2
255,0.99808633,8293270,10256,2019-04-11 06:00,1554962400,26,-87.8,A8GX4,315,7,21,11.1,,1010,10000,1,2,2
255,0.99808633,8293343,256,2019-04-11 06:00,1554962400,26,-87.8,A8GX4,315,7,21,11.1,,1010,10010,1,2,2
256,0.99808633,8614390,10256,2019-04-13 18:00,1555178400,28,-90.6,A8GX4,270,4,24,19.5,,1006,4000,10,1,1
256,0.99808633,8614401,256,2019-04-13 18:00,1555178400,28,-90.6,A8GX4,270,4,24,19.5,,1006,4010,10,1,1
257,0.99808633,8668790,10256,2019-04-14 06:00,1555221600,28,-92.7,A8GX4,315,4,20,14.4,,1006,10000,3,0,0
257,0.99808633,8668780,256,2019-04-14 06:00,1555221600,28,-92.7,A8GX4,315,4,20,14.4,,1006,10010,3,0,0
258,0.99808633,8731385,10256,2019-04-14 18:00,1555264800,29.1,-94.2,A8GX4,315,2,14,3.7,,1014,10000,1,2,2
258,0.99808633,8731336,256,2019-04-14 18:00,1555264800,29.1,-94.2,A8GX4,315,2,14,3.7,,1014,10010,1,2,2
259,0.99808633,9058018,10256,2019-04-17 06:00,1555480800,28.3,-94.6,A8GX4,135,4,20,9.3,,1014.5,10000,3,0,0
259,0.99808633,9057993,256,2019-04-17 06:00,1555480800,28.3,-94.6,A8GX4,135,4,20,9.3,,1014.5,10010,3,0,0
260,0.99808633,9113576,10256,2019-04-17 18:00,1555524000,26.4,-94.5,A8GX4,180,4,24,23.3,,1012,4000,10,0,0
260,0.99808633,9113548,256,2019-04-17 18:00,1555524000,26.4,-94.5,A8GX4,180,4,24,23.3,,1012,4010,10,0,0
261,0.99808633,9175329,10256,2019-04-18 06:00,1555567200,24.5,-94.9,A8GX4,180,4,22,16.3,,1005.5,10000,3,0,0
261,0.99808633,9175270,256,2019-04-18 06:00,1555567200,24.5,-94.9,A8GX4,180,4,22,16.3,,1005.5,10010,3,0,0
262,0.99808633,9241928,10256,2019-04-18 18:00,1555610400,22.5,-95.3,A8GX4,180,4,25,24.3,,1007,4000,10,0,0
262,0.99808633,9242045,256,2019-04-18 18:00,1555610400,22.5,-95.3,A8GX4,180,4,25,24.3,,1007,4010,10,0,0
263,0.99808633,9298800,10256,2019-04-19 06:00,1555653600,20.3,-95.8,A8GX4,180,7,22,19,,1014,10000,3,0,0
263,0.99808633,9298757,256,2019-04-19 06:00,1555653600,20.3,-95.8,A8GX4,180,7,22,19,,1014,10010,3,0,0
264,0.99808633,9550350,10256,2019-04-21 06:00,1555826400,20.9,-93.2,A8GX4,45,7,21,19.5,,1017.5,10000,0,2,2
264,0.99808633,9550383,256,2019-04-21 06:00,1555826400,20.9,-93.2,A8GX4,45,7,21,19.5,,1017.5,10010,0,2,2
265,0.99808633,9617588,10256,2019-04-21 18:00,1555869600,21.9,-90.3,A8GX4,90,7,23,16.9,,1018,10000,1,2,2
265,0.99808633,9617586,256,2019-04-21 18:00,1555869600,21.9,-90.3,A8GX4,90,7,23,16.9,,1018,10010,1,2,2
266,0.99808633,9679540,10256,2019-04-22 06:00,1555912800,22.7,-87.3,A8GX4,90,7,21,19.5,,1017.5,10000,1,2,2
266,0.99808633,9679481,256,2019-04-22 06:00,1555912800,22.7,-87.3,A8GX4,90,7,21,19.5,,1017.5,10010,1,2,2
267,0.99808633,9740148,10256,2019-04-22 18:00,1555956000,20.9,-85.2,A8GX4,135,7,26,20.2,,1017,10000,3,1,1
267,0.99808633,9740205,256,2019-04-22 18:00,1555956000,20.9,-85.2,A8GX4,135,7,26,20.2,,1017,10010,3,1,1
268,0.99808633,9794771,10256,2019-04-23 06:00,1555999200,19.3,-82.8,A8GX4,135,7,24,22.6,,1015.5,10000,1,2,2
268,0.99808633,9794909,256,2019-04-23 06:00,1555999200,19.3,-82.8,A8GX4,135,7,24,22.6,,1015.5,10010,1,2,2
269,0.99808633,9856049,10256,2019-04-23 18:00,1556042400,18.1,-80.1,A8GX4,90,7,27,23.6,,1014.5,10000,3,2,2
269,0.99808633,9856040,256,2019-04-23 18:00,1556042400,18.1,-80.1,A8GX4,90,7,27,23.6,,1014.5,10010,3,2,2
270,0.99808633,9914074,10256,2019-04-24 06:00,1556085600,17.5,-77.2,A8GX4,90,7,24,21.1,,1012,10000,3,1,1
270,0.99808633,9914118,256,2019-04-24 06:00,1556085600,17.5,-77.2,A8GX4,90,7,24,21.1,,1012,10010,3,1,1
271,0.99808633,10040769,10256,2019-04-25 06:00,1556172000,16.8,-76.6,A8GX4,180,4,23,20.1,,1013,10000,3,1,1
271,0.99808633,10040735,256,2019-04-25 06:00,1556172000,16.8,-76.6,A8GX4,180,4,23,20.1,,1013,10010,3,1,1
272,0.99808633,10100270,10256,2019-04-25 18:00,1556215200,14.8,-76.3,A8GX4,180,7,27,22.8,,1012,10000,3,1,1
272,0.99808633,10100234,256,2019-04-25 18:00,1556215200,14.8,-76.3,A8GX4,180,7,27,22.8,,1012,10010,3,1,1
273,0.99808633,10158052,10256,2019-04-26 06:00,1556258400,12.9,-76,A8GX4,180,4,24,21.1,,1012,10000,3,0,0
273,0.99808633,10158065,256,2019-04-26 06:00,1556258400,12.9,-76,A8GX4,180,4,24,21.1,,1012,10010,3,0,0
274,0.99808633,10221662,10256,2019-04-26 18:00,1556301600,11,-75.8,A8GX4,180,4,28,23.9,,1010,10000,3,1,1
274,0.99808633,10221620,256,2019-04-26 18:00,1556301600,11,-75.8,A8GX4,180,4,28,23.9,,1010,10010,3,1,1
275,0.99808633,10334978,10256,2019-04-27 18:00,1556388000,10.1,-77,A8GX4,270,7,27,25.7,,1009,10000,3,1,1
275,0.99808633,10335038,256,2019-04-27 18:00,1556388000,10.1,-77,A8GX4,270,7,27,25.7,,1009,10010,3,1,1
276,0.99808633,10399772,10256,2019-04-28 06:00,1556431200,9.9,-79.2,A8GX4,270,7,24,21.1,,1009.5,10000,3,1,1
276,0.99808633,10399727,256,2019-04-28 06:00,1556431200,9.9,-79.2,A8GX4,270,7,24,21.1,,1009.5,10010,3,1,1
277,0.99808633,10689573,10256,2019-04-30 18:00,1556647200,11,-76.4,A8GX4,90,9,27,25,,1007.5,10000,3,0,0
277,0.99808633,10689601,256,2019-04-30 18:00,1556647200,11,-76.4,A8GX4,90,9,27,25,,1007.5,10010,3,0,0
278,0.99808633,10746012,10256,2019-05-01 06:00,1556690400,12.2,-73.4,A8GX4,90,9,23,20.1,,1009,10000,3,0,0
278,0.99808633,10745916,256,2019-05-01 06:00,1556690400,12.2,-73.4,A8GX4,90,9,23,20.1,,1009,10010,3,0,0
279,0.99808633,10806926,10256,2019-05-01 18:00,1556733600,12.7,-70.2,A8GX4,90,9,27,24.3,,1012,4000,10,1,1
279,0.99808633,10806874,256,2019-05-01 18:00,1556733600,12.7,-70.2,A8GX4,90,9,27,24.3,,1012,4010,10,1,1
280,0.99808633,7423534,10256,2019-04-03 18:00,1554314400,27.8,-88.7,A8HO3,135,7,23,18.3,,1024.6,20000,2,1,1
280,0.99808633,7423573,256,2019-04-03 18:00,1554314400,27.8,-88.7,A8HO3,135,7,23,18.3,,1024.6,20010,2,1,1
281,0.99808633,7485880,10256,2019-04-04 06:00,1554357600,25.6,-87,A8HO3,135,7,23,18.3,,1022,20000,2,,
281,0.99808633,7486256,256,2019-04-04 06:00,1554357600,25.6,-87,A8HO3,135,7,23,18.3,,1022,20010,2,,
282,0.99808633,7539884,10256,2019-04-04 18:00,1554400800,24,-84.3,A8HO3,135,7,26,19.9,,1020.8,20000,2,,
282,0.99808633,7540065,256,2019-04-04 18:00,1554400800,24,-84.3,A8HO3,135,7,26,19.9,,1020.8,20010,2,,
283,0.99808633,7660975,10256,2019-04-05 18:00,1554487200,26.1,-79.3,A8HO3,360,7,29,23.2,,1021,20000,3,1,1
283,0.99808633,7661276,256,2019-04-05 18:00,1554487200,26.1,-79.3,A8HO3,360,7,29,23.2,,1021,20010,3,1,1
284,0.99808633,7723080,10256,2019-04-06 06:00,1554530400,25.9,-76.5,A8HO3,45,7,25,17,,1020.2,20000,2,1,1
284,0.99808633,7723083,256,2019-04-06 06:00,1554530400,25.9,-76.5,A8HO3,45,7,25,17,,1020.2,20010,2,1,1
285,0.99808633,7784104,10256,2019-04-06 18:00,1554573600,27,-73.5,A8HO3,45,7,26.5,17.9,,1022.5,20000,2,1,1
285,0.99808633,7784123,256,2019-04-06 18:00,1554573600,27,-73.5,A8HO3,45,7,26.5,17.9,,1022.5,20010,2,1,1
286,0.99808633,7847155,10256,2019-04-07 06:00,1554616800,28.1,-70.5,A8HO3,45,7,24,19.4,,1022.5,20000,2,1,1
286,0.99808633,7847138,256,2019-04-07 06:00,1554616800,28.1,-70.5,A8HO3,45,7,24,19.4,,1022.5,20010,2,1,1
287,0.99808633,7892698,10256,2019-04-07 15:00,1554649200,28.9,-68.1,A8HO3,90,7,25.4,19.3,,1023.3,20000,2,0,0
287,0.99808633,7892682,256,2019-04-07 15:00,1554649200,28.9,-68.1,A8HO3,90,7,25.4,19.3,,1023.3,20010,2,0,0
288,0.99808633,7907531,10256,2019-04-07 18:00,1554660000,29.2,-67.4,A8HO3,90,7,26.1,19.8,,1022.2,20000,2,1,1
288,0.99808633,7907572,256,2019-04-07 18:00,1554660000,29.2,-67.4,A8HO3,90,7,26.1,19.8,,1022.2,20010,2,1,1
289,0.99808633,8022284,10256,2019-04-08 18:00,1554746400,31.1,-61,A8HO3,90,7,25,18.8,,1019.2,20000,2,1,1
289,0.99808633,8022288,256,2019-04-08 18:00,1554746400,31.1,-61,A8HO3,90,7,25,18.8,,1019.2,20010,2,1,1
290,0.99808633,8069989,10256,2019-04-09 06:00,1554789600,31.9,-57.7,A8HO3,45,7,24,22.5,,1018.9,20000,3,1,1
290,0.99808633,8070005,256,2019-04-09 06:00,1554789600,31.9,-57.7,A8HO3,45,7,24,22.5,,1018.9,20010,3,1,1
291,0.99808633,8182436,10256,2019-04-10 06:00,1554876000,33.2,-51.1,A8HO3,90,7,20,16.7,,1014.9,20000,2,1,1
291,0.99808633,8182100,256,2019-04-10 06:00,1554876000,33.2,-51.1,A8HO3,90,7,20,16.7,,1014.9,20010,2,1,1
292,0.99808633,8232248,10256,2019-04-10 18:00,1554919200,33.8,-47.6,A8HO3,90,7,23,19.9,,1014.8,20000,3,1,1
292,0.99808633,8232257,256,2019-04-10 18:00,1554919200,33.8,-47.6,A8HO3,90,7,23,19.9,,1014.8,20010,3,1,1
293,0.99808633,8277158,10256,2019-04-11 03:00,1554951600,34.2,-45,A8HO3,90,7,21,19.4,,1015.1,20000,2,1,1
293,0.99808633,8276828,256,2019-04-11 03:00,1554951600,34.2,-45,A8HO3,90,7,21,19.4,,1015.1,20010,2,1,1
294,0.99808633,8713935,10256,2019-04-14 15:00,1555254000,35.4,-21,A8HO3,90,7,16.5,12,,1013,20000,3,6,5
294,0.99808633,8713936,256,2019-04-14 15:00,1555254000,35.4,-21,A8HO3,90,7,16.5,12,,1013,20010,3,6,5
295,0.99808633,8161979,10256,2019-04-10 00:00,1554854400,40.9,139.5,A8IE9,45,9,12,7.9,,1017,20000,1,1,1
295,0.99808633,8161974,256,2019-04-10 00:00,1554854400,40.9,139.5,A8IE9,45,9,12,7.9,,1017,20010,1,1,1
296,0.99808633,8209781,10256,2019-04-10 12:00,1554897600,41.8,144.1,A8IE9,45,9,7.1,2,,1011,10000,3,2,2
296,0.99808633,8209708,256,2019-04-10 12:00,1554897600,41.8,144.1,A8IE9,45,9,7.1,2,,1011,10010,3,2,2
297,0.99808633,8239223,10256,2019-04-10 18:00,1554919200,42.6,146.2,A8IE9,45,9,4,2.8,,1010.5,20000,2,2,2
297,0.99808633,8239302,256,2019-04-10 18:00,1554919200,42.6,146.2,A8IE9,45,9,4,2.8,,1010.5,20010,2,2,2
298,0.99808633,8295234,10256,2019-04-11 06:00,1554962400,44,150.6,A8IE9,90,9,6,-2.3,,1008.8,20000,2,0,0
298,0.99808633,8295241,256,2019-04-11 06:00,1554962400,44,150.6,A8IE9,90,9,6,-2.3,,1008.8,20010,2,0,0
299,0.99808633,8359738,10256,2019-04-11 18:00,1555005600,45.1,154.8,A8IE9,90,9,3,0.3,,1008,20000,3,0,0
299,0.99808633,8359710,256,2019-04-11 18:00,1555005600,45.1,154.8,A8IE9,90,9,3,0.3,,1008,20010,3,0,0
300,0.99808633,8393286,10256,2019-04-12 00:00,1555027200,45.6,157,A8IE9,90,9,8,3.3,,1009,10000,3,2,2
300,0.99808633,8393314,256,2019-04-12 00:00,1555027200,45.6,157,A8IE9,90,9,8,3.3,,1009,10010,3,2,2
301,0.99808633,8422194,10256,2019-04-12 06:00,1555048800,46,159.3,A8IE9,90,9,4,-1.6,,1007,20000,2,0,0
301,0.99808633,8422146,256,2019-04-12 06:00,1555048800,46,159.3,A8IE9,90,9,4,-1.6,,1007,20010,2,0,0
302,0.99808633,8483829,10256,2019-04-12 18:00,1555092000,46.8,163.7,A8IE9,90,9,4,0,,1006,20000,3,0,0
302,0.99808633,8483997,256,2019-04-12 18:00,1555092000,46.8,163.7,A8IE9,90,9,4,0,,1006,20010,3,0,0
303,0.99808633,8513009,10256,2019-04-13 00:00,1555113600,47.1,165.9,A8IE9,90,9,3,-2.8,,1008,20000,3,2,2
303,0.99808633,8513027,256,2019-04-13 00:00,1555113600,47.1,165.9,A8IE9,90,9,3,-2.8,,1008,20010,3,2,2
304,0.99808633,8550204,10256,2019-04-13 06:00,1555135200,47.4,168.2,A8IE9,90,9,4,1.4,,1007,20000,3,0,0
304,0.99808633,8550300,256,2019-04-13 06:00,1555135200,47.4,168.2,A8IE9,90,9,4,1.4,,1007,20010,3,0,0
305,0.99808633,8614392,10256,2019-04-13 18:00,1555178400,47.8,172.8,A8IE9,90,9,4,1.4,,1006,20000,2,0,0
305,0.99808633,8614402,256,2019-04-13 18:00,1555178400,47.8,172.8,A8IE9,90,9,4,1.4,,1006,20010,2,0,0
306,0.99808633,8643652,10256,2019-04-14 00:00,1555200000,47.9,175.2,A8IE9,90,7,5,2.5,,1007,10000,2,2,2
306,0.99808633,8643578,256,2019-04-14 00:00,1555200000,47.9,175.2,A8IE9,90,7,5,2.5,,1007,10010,2,2,2
307,0.99808633,8736741,10256,2019-04-14 18:00,1555264800,47.8,-177.5,A8IE9,90,9,9,3.2,,1005.5,20000,1,1,1
307,0.99808633,8736689,256,2019-04-14 18:00,1555264800,47.8,-177.5,A8IE9,90,9,9,3.2,,1005.5,20010,1,1,1
308,0.99808633,8762484,10256,2019-04-15 00:00,1555286400,47.8,-175,A8IE9,90,9,9,1.8,,1006,20000,2,1,1
308,0.99808633,8762307,256,2019-04-15 00:00,1555286400,47.8,-175,A8IE9,90,9,9,1.8,,1006,20010,2,1,1
309,0.99808633,8794716,10256,2019-04-15 06:00,1555308000,47.8,-172.5,A8IE9,90,9,9,4.5,,1003.5,20000,3,1,1
309,0.99808633,8794748,256,2019-04-15 06:00,1555308000,47.8,-172.5,A8IE9,90,9,9,4.5,,1003.5,20010,3,1,1
310,0.99808633,8885307,10256,2019-04-16 00:00,1555372800,47.1,-165.2,A8IE9,90,9,9,4.5,,1005.5,20000,2,1,1
310,0.99808633,8885262,256,2019-04-16 00:00,1555372800,47.1,-165.2,A8IE9,90,9,9,4.5,,1005.5,20010,2,1,1
311,0.99808633,8921388,10256,2019-04-16 06:00,1555394400,46.7,-162.7,A8IE9,90,9,9,4.5,,1006,10000,3,2,2
311,0.99808633,8921282,256,2019-04-16 06:00,1555394400,46.7,-162.7,A8IE9,90,9,9,4.5,,1006,10010,3,2,2
312,0.99808633,8989456,10256,2019-04-16 18:00,1555437600,45.9,-158.1,A8IE9,90,9,10,3.1,,1008,20000,2,1,1
312,0.99808633,8989471,256,2019-04-16 18:00,1555437600,45.9,-158.1,A8IE9,90,9,10,3.1,,1008,20010,2,1,1
313,0.99808633,9118914,10256,2019-04-17 18:00,1555524000,43.8,-149.4,A8IE9,135,9,10.5,5,,1011,10000,3,1,1
313,0.99808633,9118724,256,2019-04-17 18:00,1555524000,43.8,-149.4,A8IE9,135,9,10.5,5,,1011,10010,3,1,1
314,0.99808633,9144314,10256,2019-04-18 00:00,1555545600,43.1,-147.2,A8IE9,135,9,12,5.6,,1013,20000,1,1,1
314,0.99808633,9144306,256,2019-04-18 00:00,1555545600,43.1,-147.2,A8IE9,135,9,12,5.6,,1013,20010,1,1,1
315,0.99808633,9180574,10256,2019-04-18 06:00,1555567200,42.4,-144.9,A8IE9,135,9,12,7.9,,1016,10000,1,1,1
315,0.99808633,9180504,256,2019-04-18 06:00,1555567200,42.4,-144.9,A8IE9,135,9,12,7.9,,1016,10010,1,1,1
316,0.99808633,9211458,10256,2019-04-18 12:00,1555588800,41.6,-142.8,A8IE9,135,9,13,9.1,,1016,20000,0,2,2
316,0.99808633,9211533,256,2019-04-18 12:00,1555588800,41.6,-142.8,A8IE9,135,9,13,9.1,,1016,20010,0,2,2
317,0.99808633,9241930,10256,2019-04-18 18:00,1555610400,40.7,-140.6,A8IE9,135,9,13,9.1,,1021,10000,50,5,2
317,0.99808633,9242046,256,2019-04-18 18:00,1555610400,40.7,-140.6,A8IE9,135,9,13,9.1,,1021,10010,50,5,2
318,0.99808633,9304328,10256,2019-04-19 06:00,1555653600,38.9,-136.5,A8IE9,135,9,13,11.1,,1025,20000,1,1,1
318,0.99808633,9304423,256,2019-04-19 06:00,1555653600,38.9,-136.5,A8IE9,135,9,13,11.1,,1025,20010,1,1,1
319,0.99808633,9351442,10256,2019-04-19 12:00,1555675200,38,-134.5,A8IE9,135,9,14,12.2,,1023,20000,509,,
319,0.99808633,9351495,256,2019-04-19 12:00,1555675200,38,-134.5,A8IE9,135,9,14,12.2,,1023,20010,509,,
320,0.99808633,9366928,10256,2019-04-19 18:00,1555696800,37,-132.6,A8IE9,135,9,14,10.2,,1023,10000,3,2,2
320,0.99808633,9366998,256,2019-04-19 18:00,1555696800,37,-132.6,A8IE9,135,9,14,10.2,,1023,10010,3,2,2
321,0.99808633,9398616,10256,2019-04-20 00:00,1555718400,36,-130.6,A8IE9,135,9,16,12.4,,1021,10000,28,4,2
321,0.99808633,9398537,256,2019-04-20 00:00,1555718400,36,-130.6,A8IE9,135,9,16,12.4,,1021,10010,28,4,2
322,0.99808633,9430954,10256,2019-04-20 06:00,1555740000,34.9,-128.8,A8IE9,135,9,14,12.2,,1021,10000,3,2,2
322,0.99808633,9430923,256,2019-04-20 06:00,1555740000,34.9,-128.8,A8IE9,135,9,14,12.2,,1021,10010,3,2,2
323,0.99808633,9493057,10256,2019-04-20 18:00,1555783200,32.7,-125.3,A8IE9,135,9,16,12.4,,1022,10000,3,2,2
323,0.99808633,9493120,256,2019-04-20 18:00,1555783200,32.7,-125.3,A8IE9,135,9,16,12.4,,1022,10010,3,2,2
324,0.99808633,9550351,10256,2019-04-21 06:00,1555826400,30.5,-122,A8IE9,135,9,16,14.3,,1021,10000,3,2,2
324,0.99808633,9550384,256,2019-04-21 06:00,1555826400,30.5,-122,A8IE9,135,9,16,14.3,,1021,10010,3,2,2
325,0.99808633,9581450,10256,2019-04-21 12:00,1555848000,30.7,-120,A8IE9,90,9,15.5,11.8,,1019,20000,0,0,0
325,0.99808633,9581344,256,2019-04-21 12:00,1555848000,30.7,-120,A8IE9,90,9,15.5,11.8,,1019,20010,0,0,0
326,0.99808633,9617592,10256,2019-04-21 18:00,1555869600,31.2,-118,A8IE9,45,9,16,12.4,,1020,10000,2,2,2
326,0.99808633,9617587,256,2019-04-21 18:00,1555869600,31.2,-118,A8IE9,45,9,16,12.4,,1020,10010,2,2,2
327,0.9980863332748413,7255127,10256,2019-04-02 06:00,1554184800,40.7,132.7,A8IG2,,0,4,-4.2,,1019.1,10000,2,0,0
327,0.9980863332748413,7250020,10256,2019-04-02 06:00,1554184800,40.7,132.7,A8IG2,,,4,,,,10000,509,,
327,0.9980863332748413,7255444,256,2019-04-02 06:00,1554184800,40.7,132.7,A8IG2,0,0,4,-4.2,,1019.1,10010,2,0,0
327,0.9980863332748413,7250211,256,2019-04-02 06:00,1554184800,40.7,132.7,A8IG2,,,4,,,,10010,510,,
328,0.99808633,7367788,10256,2019-04-03 06:00,1554271200,37.6,130.8,A8IG2,180,4,11.2,-3.1,,1020.5,10000,1,0,0
328,0.99808633,7368407,256,2019-04-03 06:00,1554271200,37.6,130.8,A8IG2,180,4,11.2,-3.1,,1020.5,10010,1,0,0
329,0.99808633,7425966,10256,2019-04-03 18:00,1554314400,35.6,129.7,A8IG2,180,7,10.2,-2.7,,1020.3,10000,2,1,1
329,0.99808633,7426391,256,2019-04-03 18:00,1554314400,35.6,129.7,A8IG2,180,7,10.2,-2.7,,1020.3,10010,2,1,1
330,0.99808633,7542532,10256,2019-04-04 18:00,1554400800,33.9,127.6,A8IG2,270,9,12.3,5.9,,1016,10000,2,1,1
330,0.99808633,7542621,256,2019-04-04 18:00,1554400800,33.9,127.6,A8IG2,270,9,12.3,5.9,,1016,10010,2,1,1
331,0.99808633,7609906,10256,2019-04-05 06:00,1554444000,35.9,124.3,A8IG2,360,9,13.5,3.1,,1014.5,10000,5,0,0
331,0.99808633,7610786,256,2019-04-05 06:00,1554444000,35.9,124.3,A8IG2,360,9,13.5,3.1,,1014.5,10010,5,0,0
332,0.99808633,7726467,10256,2019-04-06 06:00,1554530400,38.7,121.8,A8IG2,225,7,8.5,-0.8,,1012.8,10000,3,1,1
332,0.99808633,7726994,256,2019-04-06 06:00,1554530400,38.7,121.8,A8IG2,225,7,8.5,-0.8,,1012.8,10010,3,1,1
333,0.99808633,7787184,10256,2019-04-06 18:00,1554573600,38.8,118.8,A8IG2,270,7,7,2.2,,1015.8,10000,3,2,2
333,0.99808633,7787468,256,2019-04-06 18:00,1554573600,38.8,118.8,A8IG2,270,7,7,2.2,,1015.8,10010,3,2,2
334,0.9980863332748413,7986788,10256,2019-04-08 06:00,1554703200,38,121.8,A8IG2,135,7,11.5,3.2,,1020.5,10000,3,2,2
334,0.9980863332748413,7971373,10256,2019-04-08 06:00,1554703200,38,121.8,A8IG2,,,11.5,3.2,,1020.5,10000,509,,
334,0.9980863332748413,7971589,256,2019-04-08 06:00,1554703200,38,121.8,A8IG2,,,11.5,3.2,,1020.5,10010,510,,
334,0.9980863332748413,7986905,256,2019-04-08 06:00,1554703200,38,121.8,A8IG2,135,7,11.5,3.2,,1020.5,10010,3,2,2
335,0.9980863332748413,8023784,10256,2019-04-08 18:00,1554746400,36.3,122.5,A8IG2,,,8.8,4,,1019,10000,509,,
335,0.9980863332748413,8081340,10256,2019-04-08 18:00,1554746400,36.3,122.5,A8IG2,225,7,8.8,4,,1019,10000,3,1,1
335,0.9980863332748413,8023913,256,2019-04-08 18:00,1554746400,36.3,122.5,A8IG2,,,8.8,4,,1019,10010,510,,
335,0.9980863332748413,8081528,256,2019-04-08 18:00,1554746400,36.3,122.5,A8IG2,225,7,8.8,4,,1019,10010,3,1,1
336,0.9980863332748413,8080508,10256,2019-04-09 06:00,1554789600,35.8,121.1,A8IG2,,,10.2,8.1,,1009.2,4000,509,,
336,0.9980863332748413,8081342,10256,2019-04-09 06:00,1554789600,35.8,121.1,A8IG2,270,7,10.2,8.1,,1009.2,4000,61,6,2
