Cluster ID,confidence_score,MAROB_ID,IID,MESSZEIT,MESSZEIT_UNIX_TS,GEOGR_BREITE,GEOGR_LAENGE,KENNUNG,FAHRTRICHTUNG,FAHRTGESCHWINDIGKEIT,LUFTTEMPERATUR,TAUPUNKTTEMPERATUR,REL_FEUCHTE,LUFTDRUCK_REDUZIERT,HORIZONTALE_SICHT,WETTER,VERLAUF1,VERLAUF2
34,0.99808633,8859851,256,2019-04-15 19:00,1555354800,-19.3,-38.1,A8CG6,225,9,31,25.4,,1016,20010,3,2,2
35,0.99808633,9252388,10256,2019-04-18 19:00,1555614000,-27.9,-48.2,A8CG6,225,7,27.5,22.4,,1013,20000,2,0,0
35,0.99808633,9252370,256,2019-04-18 19:00,1555614000,-27.9,-48.2,A8CG6,225,7,27.5,22.4,,1013,20010,2,0,0
36,0.99808633,9330378,10256,2019-04-19 07:00,1555657200,-30.7,-50.1,A8CG6,225,9,22,18.9,,1013,20000,2,1,1
36,0.99808633,9330407,256,2019-04-19 07:00,1555657200,-30.7,-50.1,A8CG6,225,9,22,18.9,,1013,20010,2,1,1
37,0.99808633,9388064,10256,2019-04-19 19:00,1555700400,-33.5,-52.2,A8CG6,225,9,23,16.5,,1011,20000,2,2,2
37,0.99808633,9388087,256,2019-04-19 19:00,1555700400,-33.5,-52.2,A8CG6,225,9,23,16.5,,1011,20010,2,2,2
38,0.99808633,10115590,10256,2019-04-24 19:00,1556132400,-33.7,-52.6,A8CG6,45,7,20,13,,1023,20000,2,0,0
38,0.99808633,10115558,256,2019-04-24 19:00,1556132400,-33.7,-52.6,A8CG6,45,7,20,13,,1023,20010,2,0,0
39,0.99808633,10590633,10256,2019-04-29 19:00,1556564400,-23.4,-43.8,A8CG6,45,7,27,21,,1014,20000,2,2,2
39,0.99808633,10590628,256,2019-04-29 19:00,1556564400,-23.4,-43.8,A8CG6,45,7,27,21,,1014,20010,2,2,2
40,0.99808633,7240958,10256,2019-04-02 06:00,1554184800,2,-5.1,A8CH2,135,9,30,16.3,,1000.8,10000,3,1,1
40,0.99808633,7241005,256,2019-04-02 06:00,1554184800,2,-5.1,A8CH2,135,9,30,16.3,,1000.8,10010,3,1,1
3574,,7295186,256,2019-04-02 15:00,1554217200,0.7,-2.9,A8CH2,135,9,31,27.1,,1008,20010,3,2,2
41,0.99808633,7302385,10256,2019-04-02 18:00,1554228000,0.2,-2.2,A8CH2,135,9,30,30,,1000.8,10000,1,2,2
41,0.99808633,7302411,256,2019-04-02 18:00,1554228000,0.2,-2.2,A8CH2,135,9,30,30,,1000.8,10010,1,2,2
42,0.99808633,7363604,10256,2019-04-03 06:00,1554271200,-1.4,0.6,A8CH2,135,9,30,16.3,,1000.9,10000,3,2,2
42,0.99808633,7363520,256,2019-04-03 06:00,1554271200,-1.4,0.6,A8CH2,135,9,30,16.3,,1000.9,10010,3,2,2
43,0.99808633,7431147,10256,2019-04-03 19:00,1554318000,-3.4,3.9,A8CH2,135,9,29,27.7,,1008,10000,3,1,1
43,0.99808633,7431431,256,2019-04-03 19:00,1554318000,-3.4,3.9,A8CH2,135,9,29,27.7,,1008,10010,3,1,1
44,0.99808633,7483750,10256,2019-04-04 06:00,1554357600,-5,6.5,A8CH2,135,9,20.9,20.8,,1000.9,10000,1,1,1
44,0.99808633,7483751,256,2019-04-04 06:00,1554357600,-5,6.5,A8CH2,135,9,20.9,20.8,,1000.9,10010,1,1,1
45,0.99808633,7507127,10256,2019-04-04 10:00,1554372000,-5.7,7.7,A8CH2,135,9,31,29.7,,1009,10000,3,1,1
45,0.99808633,7507124,256,2019-04-04 10:00,1554372000,-5.7,7.7,A8CH2,135,9,31,29.7,,1009,10010,3,1,1
46,0.99808633,7539768,10256,2019-04-04 18:00,1554400800,-6.8,9.6,A8CH2,135,9,30,16.3,,1000.6,4000,2,2,2
46,0.99808633,7539773,256,2019-04-04 18:00,1554400800,-6.8,9.6,A8CH2,135,9,30,16.3,,1000.6,4010,2,2,2
47,0.99808633,8077650,10256,2019-04-09 07:00,1554793200,-8.7,13.2,A8CH2,135,1,28,26.7,,1012,10000,3,1,1
47,0.99808633,8077649,256,2019-04-09 07:00,1554793200,-8.7,13.2,A8CH2,135,2,28,26.7,,1012,10010,3,1,1
48,0.99808633,8551632,10256,2019-04-13 07:00,1555138800,-8.7,13.2,A8CH2,225,1,28,26.7,,1011,10000,3,1,1
48,0.99808633,8551637,256,2019-04-13 07:00,1555138800,-8.7,13.2,A8CH2,225,2,28,26.7,,1011,10010,3,1,1
49,0.99808633,8672728,10256,2019-04-14 07:00,1555225200,-8.7,13.2,A8CH2,45,1,29,27.7,,1012,10000,1,1,1
49,0.99808633,8672638,256,2019-04-14 07:00,1555225200,-8.7,13.2,A8CH2,45,2,29,27.7,,1012,10010,1,1,1
50,0.99808633,8798229,10256,2019-04-15 07:00,1555311600,-8.7,13.2,A8CH2,45,1,28,26.7,,1013,10000,1,1,1
50,0.99808633,8798222,256,2019-04-15 07:00,1555311600,-8.7,13.2,A8CH2,45,2,28,26.7,,1013,10010,1,1,1
51,0.99808633,8921575,10256,2019-04-16 07:00,1555398000,-8.7,13.2,A8CH2,90,1,28,26.7,,1012,10000,3,1,1
51,0.99808633,8921579,256,2019-04-16 07:00,1555398000,-8.7,13.2,A8CH2,90,2,28,26.7,,1012,10010,3,1,1
52,0.99808633,9056375,10256,2019-04-17 07:00,1555484400,-8.7,13.2,A8CH2,90,1,28,26.7,,1012,10000,3,1,1
52,0.99808633,9056397,256,2019-04-17 07:00,1555484400,-8.7,13.2,A8CH2,90,2,28,26.7,,1012,10010,3,1,1
53,0.99808633,9178746,10256,2019-04-18 07:00,1555570800,-8.7,13.2,A8CH2,135,1,27,25.7,,1012,10000,3,1,1
53,0.99808633,9178737,256,2019-04-18 07:00,1555570800,-8.7,13.2,A8CH2,135,2,27,25.7,,1012,10010,3,1,1
54,0.99808633,9305971,10256,2019-04-19 07:00,1555657200,-8.7,13.2,A8CH2,360,1,29,27.7,,1012,10000,3,1,1
54,0.99808633,9305937,256,2019-04-19 07:00,1555657200,-8.7,13.2,A8CH2,360,2,29,27.7,,1012,10010,3,1,1
55,0.99808633,9432551,10256,2019-04-20 07:00,1555743600,-8.7,13.2,A8CH2,45,1,28,26.7,,1011,10000,3,1,1
55,0.99808633,9432553,256,2019-04-20 07:00,1555743600,-8.7,13.2,A8CH2,45,2,28,26.7,,1011,10010,3,1,1
56,0.99808633,9554070,10256,2019-04-21 07:00,1555830000,-8.7,13.2,A8CH2,225,1,27,25.7,,1011,10000,3,1,1
56,0.99808633,9554093,256,2019-04-21 07:00,1555830000,-8.7,13.2,A8CH2,225,2,27,25.7,,1011,10010,3,1,1
57,0.99808633,9680108,10256,2019-04-22 07:00,1555916400,-8.7,13.2,A8CH2,225,1,27,25.7,,1011,10000,3,1,1
57,0.99808633,9680110,256,2019-04-22 07:00,1555916400,-8.7,13.2,A8CH2,225,2,27,25.7,,1011,10010,3,1,1
58,0.99808633,9800632,10256,2019-04-23 07:00,1556002800,-8.7,13.2,A8CH2,225,1,28,26.7,,1011,10000,3,1,1
58,0.99808633,9800637,256,2019-04-23 07:00,1556002800,-8.7,13.2,A8CH2,225,2,28,26.7,,1011,10010,3,1,1
59,0.99808633,9918122,10256,2019-04-24 07:00,1556089200,-7.8,11.2,A8CH2,315,7,29,27.7,,1012,10000,3,1,1
59,0.99808633,9918134,256,2019-04-24 07:00,1556089200,-7.8,11.2,A8CH2,315,7,29,27.7,,1012,10010,3,1,1
60,0.99808633,10038888,10256,2019-04-25 07:00,1556175600,-6.4,9,A8CH2,270,1,28,26.7,,1014,10000,3,1,1
60,0.99808633,10038866,256,2019-04-25 07:00,1556175600,-6.4,9,A8CH2,270,2,28,26.7,,1014,10010,3,1,1
61,0.99808633,10160138,10256,2019-04-26 07:00,1556262000,-6.2,8.8,A8CH2,270,1,29,27.7,,1012,10000,3,1,1
61,0.99808633,10160066,256,2019-04-26 07:00,1556262000,-6.2,8.8,A8CH2,270,2,29,27.7,,1012,10010,3,1,1
62,0.99808633,10273945,10256,2019-04-27 06:00,1556344800,-4.7,8.3,A8CH2,225,4,20.8,20.7,,1010.1,4000,2,2,2
62,0.99808633,10273659,256,2019-04-27 06:00,1556344800,-4.7,8.3,A8CH2,225,4,20.8,20.7,,1010.1,4010,2,2,2
63,0.99808633,10333126,10256,2019-04-27 18:00,1556388000,-3,8,A8CH2,360,4,20.9,20.8,,1010,4000,2,2,2
63,0.99808633,10333121,256,2019-04-27 18:00,1556388000,-3,8,A8CH2,360,4,20.9,20.8,,1010,4010,2,2,2
64,0.99808633,10518812,10256,2019-04-29 07:00,1556521200,3.4,7.1,A8CH2,360,7,30,28.7,,1011,10000,3,1,1
64,0.99808633,10518822,256,2019-04-29 07:00,1556521200,3.4,7.1,A8CH2,360,7,30,28.7,,1011,10010,3,1,1
65,0.99808633,7281765,10256,2019-04-02 12:00,1554206400,35.3,-6.6,A8CI9,225,9,16,,,1018,10000,3,2,2
65,0.99808633,7281774,256,2019-04-02 12:00,1554206400,35.3,-6.6,A8CI9,225,9,16,,,1018,10010,3,2,2
66,0.99808633,7401162,10256,2019-04-03 12:00,1554292800,30.2,-11.5,A8CI9,270,9,18,,,1010,10000,3,2,2
66,0.99808633,7401199,256,2019-04-03 12:00,1554292800,30.2,-11.5,A8CI9,270,9,18,,,1010,10010,3,2,2
67,0.99808633,7515727,10256,2019-04-04 12:00,1554379200,24.8,-15.6,A8CI9,225,9,20,,,1016,10000,3,1,1
67,0.99808633,7515863,256,2019-04-04 12:00,1554379200,24.8,-15.6,A8CI9,225,9,20,,,1016,10010,3,1,1
68,0.99808633,7632975,10256,2019-04-05 12:00,1554465600,18.6,-17.5,A8CI9,180,7,21,,,1019,10000,1,1,1
68,0.99808633,7632938,256,2019-04-05 12:00,1554465600,18.6,-17.5,A8CI9,180,7,21,,,1019,10010,1,1,1
69,0.99808633,7761415,10256,2019-04-06 12:00,1554552000,12.6,-17.5,A8CI9,180,7,20,,,1015,4000,10,1,1
69,0.99808633,7761393,256,2019-04-06 12:00,1554552000,12.6,-17.5,A8CI9,180,7,20,,,1015,4010,10,1,1
70,0.99808633,7881462,10256,2019-04-07 12:00,1554638400,7.9,-14.5,A8CI9,135,7,27,,,1014,10000,2,1,1
70,0.99808633,7881466,256,2019-04-07 12:00,1554638400,7.9,-14.5,A8CI9,135,7,27,,,1014,10010,2,1,1
71,0.99808633,8005096,10256,2019-04-08 12:00,1554724800,4.8,-9.4,A8CI9,135,7,29,,,1014,10000,3,2,2
71,0.99808633,8005127,256,2019-04-08 12:00,1554724800,4.8,-9.4,A8CI9,135,7,29,,,1014,10010,3,2,2
72,0.99808633,8101523,10256,2019-04-09 12:00,1554811200,4.3,-3.9,A8CI9,90,7,30,,,1013,10000,3,1,1
72,0.99808633,8101564,256,2019-04-09 12:00,1554811200,4.3,-3.9,A8CI9,90,7,30,,,1013,10010,3,1,1
73,0.99808633,8220072,10256,2019-04-10 12:00,1554897600,5.7,1.9,A8CI9,90,7,34,27.5,,1012,10000,3,2,2
73,0.99808633,8220052,256,2019-04-10 12:00,1554897600,5.7,1.9,A8CI9,90,7,34,27.5,,1012,10010,3,2,2
74,0.99808633,9103588,10256,2019-04-17 15:00,1555513200,5.2,0,A8CI9,270,7,31,,,1010,10000,3,2,2
74,0.99808633,9103578,256,2019-04-17 15:00,1555513200,5.2,0,A8CI9,270,7,31,,,1010,10010,3,2,2
75,0.99808633,10080144,10256,2019-04-25 15:00,1556204400,6.1,-11.7,A8CI9,315,7,30,,,1011,10000,3,2,2
75,0.99808633,10080131,256,2019-04-25 15:00,1556204400,6.1,-11.7,A8CI9,315,7,30,,,1011,10010,3,2,2
76,0.99808633,10186640,10256,2019-04-26 12:00,1556280000,8.6,-15.4,A8CI9,315,7,27,,,1014,10000,2,1,1
76,0.99808633,10186696,256,2019-04-26 12:00,1556280000,8.6,-15.4,A8CI9,315,7,27,,,1014,10010,2,1,1
77,0.99808633,10310439,10256,2019-04-27 12:00,1556366400,13,-17.5,A8CI9,360,7,25,,,1011,4000,10,,
77,0.99808633,10310318,256,2019-04-27 12:00,1556366400,13,-17.5,A8CI9,360,7,25,,,1011,4010,10,,
78,0.99808633,10424479,10256,2019-04-28 12:00,1556452800,17.7,-17.5,A8CI9,360,7,22,,,1014,10000,1,1,1
78,0.99808633,10424522,256,2019-04-28 12:00,1556452800,17.7,-17.5,A8CI9,360,7,22,,,1014,10010,1,1,1
79,0.99808633,10547406,10256,2019-04-29 12:00,1556539200,22.3,-17.3,A8CI9,45,7,20,,,1015,10000,2,1,1
79,0.99808633,10547265,256,2019-04-29 12:00,1556539200,22.3,-17.3,A8CI9,45,7,20,,,1015,10010,2,1,1
80,0.99808633,10667300,10256,2019-04-30 12:00,1556625600,26.3,-14.6,A8CI9,45,7,20,,,1015,10000,3,2,2
80,0.99808633,10667405,256,2019-04-30 12:00,1556625600,26.3,-14.6,A8CI9,45,7,20,,,1015,10010,3,2,2
81,0.99808633,10779020,10256,2019-05-01 12:00,1556712000,30,-11.7,A8CI9,45,7,18,,,1013,10000,3,2,2
81,0.99808633,10779009,256,2019-05-01 12:00,1556712000,30,-11.7,A8CI9,45,7,18,,,1013,10010,3,2,2
82,0.99808633,10746019,10256,2019-05-01 06:00,1556690400,38.3,13.7,A8DM9,270,4,18.4,13.3,,1015.1,20000,1,0,0
82,0.99808633,10745914,256,2019-05-01 06:00,1556690400,38.3,13.7,A8DM9,270,4,18.4,13.3,,1015.1,20010,1,0,0
83,0.99808633,10774233,10256,2019-05-01 12:00,1556712000,38.3,12.4,A8DM9,270,7,19,15.9,,1017,20000,1,0,0
83,0.99808633,10774357,256,2019-05-01 12:00,1556712000,38.3,12.4,A8DM9,270,7,19,15.9,,1017,20010,1,0,0
84,0.99808633,10802697,10256,2019-05-01 18:00,1556733600,38.3,11,A8DM9,270,4,17,13.7,,1016.2,20000,2,0,0
84,0.99808633,10802671,256,2019-05-01 18:00,1556733600,38.3,11,A8DM9,270,4,17,13.7,,1016.2,20010,2,0,0
85,0.99808633,7901709,10256,2019-04-07 17:00,1554656399,38.9,-25.5,A8EG9,225,9,14,,,1017.5,10000,2,2,2
85,0.99808633,7901907,256,2019-04-07 17:00,1554656399,38.9,-25.5,A8EG9,225,9,14,,,1017.5,10010,2,2,2
86,0.99808633,7938792,10256,2019-04-08 00:00,1554681600,37.5,-27.7,A8EG9,225,9,14,8,,1022.1,10000,3,1,1
86,0.99808633,7939105,256,2019-04-08 00:00,1554681600,37.5,-27.7,A8EG9,225,9,14,8,,1022.1,10010,3,1,1
3575,,7966761,10256,2019-04-08 06:00,1554703200,36.6,-29.4,A8EG9,225,9,14,,,1023.2,10000,2,1,1
87,0.99808633,8000782,10256,2019-04-08 12:00,1554724800,35.5,-31.3,A8EG9,225,9,17.5,5.1,,1023.8,20000,1,1,1
87,0.99808633,8001482,256,2019-04-08 12:00,1554724800,35.5,-31.3,A8EG9,225,9,17.5,5.1,,1023.8,20010,1,1,1
88,0.99808633,8047160,10256,2019-04-09 00:00,1554768000,33.7,-34.4,A8EG9,225,9,18,15.5,,1021.2,20000,50,0,0
88,0.99808633,8047406,256,2019-04-09 00:00,1554768000,33.7,-34.4,A8EG9,225,9,18,15.5,,1021.2,20010,50,0,0
3576,,8069557,10256,2019-04-09 06:00,1554789600,32.9,-32.8,A8EG9,225,7,20,,,1019.8,20000,2,0,0
89,0.99808633,8100011,10256,2019-04-09 12:00,1554811200,31.9,-37.5,A8EG9,225,9,21.5,13.8,,1021,20000,3,1,1
89,0.99808633,8100184,256,2019-04-09 12:00,1554811200,31.9,-37.5,A8EG9,225,9,21.5,13.8,,1021,20010,3,1,1
90,0.99808633,8156445,10256,2019-04-10 00:00,1554854400,30.5,-40.6,A8EG9,225,9,22,18,,1021,20000,3,2,2
90,0.99808633,8156932,256,2019-04-10 00:00,1554854400,30.5,-40.6,A8EG9,225,9,22,18,,1021,20010,3,2,2
3577,,8180428,10256,2019-04-10 06:00,1554876000,29.7,-52.1,A8EG9,225,9,23,,,1020.3,10000,510,,
91,0.99808633,8208800,10256,2019-04-10 12:00,1554897600,28.8,-43.8,A8EG9,225,9,23.5,18,,1022.3,20000,3,1,1
91,0.99808633,8209014,256,2019-04-10 12:00,1554897600,28.8,-43.8,A8EG9,225,9,23.5,18,,1022.3,20010,3,1,1
92,0.99808633,8260369,10256,2019-04-11 00:00,1554940800,27.2,-46.8,A8EG9,225,9,22.5,16.8,,1024,20000,2,2,2
92,0.99808633,8261425,256,2019-04-11 00:00,1554940800,27.2,-46.8,A8EG9,225,9,22.5,16.8,,1024,20010,2,2,2
93,0.99808633,8321843,10256,2019-04-11 12:00,1554984000,25.5,-49.9,A8EG9,225,9,25,17,,1023.3,20000,1,2,2
93,0.99808633,8321900,256,2019-04-11 12:00,1554984000,25.5,-49.9,A8EG9,225,9,25,17,,1023.3,20010,1,2,2
3578,,8383857,10256,2019-04-12 00:00,1555027200,23.5,-53.3,A8EG9,225,9,23,18.3,,1022.6,20000,3,1,1
94,0.99808633,8444987,10256,2019-04-12 12:00,1555070400,21.5,-56.6,A8EG9,225,9,25.5,20.2,,1021.2,20000,3,1,1
94,0.99808633,8446026,256,2019-04-12 12:00,1555070400,21.5,-56.6,A8EG9,225,9,25.5,20.2,,1021.2,20010,3,1,1
95,0.99808633,8475386,10256,2019-04-12 18:00,1555092000,20.5,-58.2,A8EG9,225,9,28,,,1019.9,20000,3,1,1
95,0.99808633,8475613,256,2019-04-12 18:00,1555092000,20.5,-58.2,A8EG9,225,9,28,,,1019.9,20010,3,1,1
96,0.99808633,8509874,10256,2019-04-13 00:00,1555113600,19.5,-59.9,A8EG9,225,9,24.5,19.9,,1019.3,20000,3,1,1
96,0.99808633,8510893,256,2019-04-13 00:00,1555113600,19.5,-59.9,A8EG9,225,9,24.5,19.9,,1019.3,20010,3,1,1
97,0.99808633,8543191,10256,2019-04-13 06:00,1555135200,18.5,-61.5,A8EG9,225,9,25.5,,,1017.8,10000,2,1,1
