MAROB_ID,IID,MESSZEIT,MESSZEIT_UNIX_TS,GEOGR_BREITE,GEOGR_LAENGE,KENNUNG,FAHRTRICHTUNG,FAHRTGESCHWINDIGKEIT,LUFTTEMPERATUR,TAUPUNKTTEMPERATUR,REL_FEUCHTE,LUFTDRUCK_REDUZIERT,HORIZONTALE_SICHT,WETTER,VERLAUF1,VERLAUF2,cluster id,confidence
8396683,10256,2019-04-12 00:00,1555027200,11.0,110.4,a8aw2,225.0,7.0,29.0,29.0,,1012.0,20000.0,1.0,0.0,0.0,0.0,0.9998030662536621
8396660,256,2019-04-12 00:00,1555027200,11.0,110.4,a8aw2,225.0,7.0,29.0,29.0,,1012.0,20010.0,1.0,0.0,0.0,0.0,0.9998030662536621
8518552,10256,2019-04-13 00:00,1555113600,6.9,107.7,a8aw2,225.0,7.0,29.0,27.7,,1013.0,20000.0,1.0,0.0,0.0,1.0,0.9998030662536621
8518639,256,2019-04-13 00:00,1555113600,6.9,107.7,a8aw2,225.0,7.0,29.0,27.7,,1013.0,20010.0,1.0,0.0,0.0,1.0,0.9998030662536621
8576765,10256,2019-04-13 12:00,1555156800,5.0,106.3,a8aw2,225.0,7.0,29.0,,,1011.0,20000.0,510.0,2.0,2.0,2.0,0.9998030662536621
8576731,256,2019-04-13 12:00,1555156800,5.0,106.3,a8aw2,225.0,7.0,29.0,,,1011.0,20010.0,510.0,2.0,2.0,2.0,0.9998030662536621
8643650,10256,2019-04-14 00:00,1555200000,2.9,105.1,a8aw2,225.0,7.0,29.0,,,1012.0,20000.0,510.0,2.0,2.0,3.0,0.9998030662536621
8643577,256,2019-04-14 00:00,1555200000,2.9,105.1,a8aw2,225.0,7.0,29.0,,,1012.0,20010.0,510.0,2.0,2.0,3.0,0.9998030662536621
9149759,10256,2019-04-18 00:00,1555545600,6.1,91.7,a8aw2,270.0,7.0,29.0,,,1011.0,20000.0,510.0,1.0,1.0,4.0,0.9998030662536621
9149727,256,2019-04-18 00:00,1555545600,6.1,91.7,a8aw2,270.0,7.0,29.0,,,1011.0,20010.0,510.0,1.0,1.0,4.0,0.9998030662536621
9211455,10256,2019-04-18 12:00,1555588800,6.0,89.1,a8aw2,270.0,7.0,31.0,,,1011.0,20000.0,510.0,2.0,2.0,5.0,0.9998030662536621
9211532,256,2019-04-18 12:00,1555588800,6.0,89.1,a8aw2,270.0,7.0,31.0,,,1011.0,20010.0,510.0,2.0,2.0,5.0,0.9998030662536621
9273070,10256,2019-04-19 00:00,1555632000,5.9,86.6,a8aw2,270.0,7.0,29.0,,,1011.0,20000.0,510.0,1.0,1.0,6.0,0.9998030662536621
9273066,256,2019-04-19 00:00,1555632000,5.9,86.6,a8aw2,270.0,7.0,29.0,,,1011.0,20010.0,510.0,1.0,1.0,6.0,0.9998030662536621
9304325,10256,2019-04-19 06:00,1555653600,5.9,85.0,a8aw2,270.0,7.0,33.5,26.2,,1013.0,20000.0,3.0,1.0,1.0,7.0,0.9998030662536621
9304420,256,2019-04-19 06:00,1555653600,5.9,85.0,a8aw2,270.0,7.0,33.5,26.2,,1013.0,20010.0,3.0,1.0,1.0,7.0,0.9998030662536621
9335811,10256,2019-04-19 12:00,1555675200,5.9,83.7,a8aw2,270.0,7.0,32.0,,,1010.0,20000.0,510.0,2.0,2.0,8.0,0.9998030662536621
9335862,256,2019-04-19 12:00,1555675200,5.9,83.7,a8aw2,270.0,7.0,32.0,,,1010.0,20010.0,510.0,2.0,2.0,8.0,0.9998030662536621
9378114,10256,2019-04-19 18:00,1555696800,5.8,82.3,a8aw2,270.0,7.0,29.0,27.0,,1010.0,20000.0,3.0,1.0,1.0,9.0,0.9998030662536621
9378008,256,2019-04-19 18:00,1555696800,5.8,82.3,a8aw2,270.0,7.0,29.0,27.0,,1010.0,20010.0,3.0,1.0,1.0,9.0,0.9998030662536621
9406197,10256,2019-04-20 00:00,1555718400,5.8,81.0,a8aw2,270.0,7.0,28.0,,,1009.0,20000.0,510.0,1.0,1.0,10.0,0.9998030662536621
9406246,256,2019-04-20 00:00,1555718400,5.8,81.0,a8aw2,270.0,7.0,28.0,,,1009.0,20010.0,510.0,1.0,1.0,10.0,0.9998030662536621
9425343,10256,2019-04-20 06:00,1555740000,6.0,79.6,a8aw2,315.0,7.0,32.0,30.7,,1011.0,20000.0,62.0,6.0,1.0,11.0,0.9998030662536621
9425318,256,2019-04-20 06:00,1555740000,6.0,79.6,a8aw2,315.0,7.0,32.0,30.7,,1011.0,20010.0,62.0,6.0,1.0,11.0,0.9998030662536621
9462414,10256,2019-04-20 12:00,1555761600,6.8,78.4,a8aw2,315.0,7.0,32.0,,,1008.0,20000.0,510.0,1.0,1.0,12.0,0.9998030662536621
9462279,256,2019-04-20 12:00,1555761600,6.8,78.4,a8aw2,315.0,7.0,32.0,,,1008.0,20010.0,510.0,1.0,1.0,12.0,0.9998030662536621
9524728,10256,2019-04-21 00:00,1555804800,8.6,76.4,a8aw2,315.0,7.0,25.0,,,1010.0,20000.0,29.0,9.0,8.0,13.0,0.9998030662536621
9524685,256,2019-04-21 00:00,1555804800,8.6,76.4,a8aw2,315.0,7.0,25.0,,,1010.0,20010.0,29.0,9.0,8.0,13.0,0.9998030662536621
9550344,10256,2019-04-21 06:00,1555826400,9.8,75.8,a8aw2,315.0,7.0,30.0,28.7,,1011.0,20000.0,60.0,6.0,6.0,14.0,0.9998030662536621
9550376,256,2019-04-21 06:00,1555826400,9.8,75.8,a8aw2,315.0,7.0,30.0,28.7,,1011.0,20010.0,60.0,6.0,6.0,14.0,0.9998030662536621
9586917,10256,2019-04-21 12:00,1555848000,11.1,75.2,a8aw2,315.0,7.0,31.0,,,1008.0,20000.0,510.0,1.0,1.0,15.0,0.9998030662536621
9586857,256,2019-04-21 12:00,1555848000,11.1,75.2,a8aw2,315.0,7.0,31.0,,,1008.0,20010.0,510.0,1.0,1.0,15.0,0.9998030662536621
9612252,10256,2019-04-21 18:00,1555869600,12.3,74.7,a8aw2,315.0,7.0,28.0,26.7,,1010.0,10000.0,2.0,0.0,0.0,16.0,0.9998030662536621
9612198,256,2019-04-21 18:00,1555869600,12.3,74.7,a8aw2,315.0,7.0,28.0,26.7,,1010.0,10010.0,2.0,0.0,0.0,16.0,0.9998030662536621
9648591,10256,2019-04-22 00:00,1555891200,13.4,74.1,a8aw2,315.0,7.0,28.0,,,1009.0,20000.0,510.0,1.0,1.0,17.0,0.9998030662536621
9648503,256,2019-04-22 00:00,1555891200,13.4,74.1,a8aw2,315.0,7.0,28.0,,,1009.0,20010.0,510.0,1.0,1.0,17.0,0.9998030662536621
9679541,10256,2019-04-22 06:00,1555912800,14.6,73.6,a8aw2,315.0,7.0,33.0,29.1,,1011.0,10000.0,5.0,0.0,0.0,18.0,0.9998030662536621
9679477,256,2019-04-22 06:00,1555912800,14.6,73.6,a8aw2,315.0,7.0,33.0,29.1,,1011.0,10010.0,5.0,0.0,0.0,18.0,0.9998030662536621
9710407,10256,2019-04-22 12:00,1555934400,15.9,73.0,a8aw2,315.0,7.0,30.0,,,1008.0,20000.0,510.0,1.0,1.0,19.0,0.9998030662536621
9710437,256,2019-04-22 12:00,1555934400,15.9,73.0,a8aw2,315.0,7.0,30.0,,,1008.0,20010.0,510.0,1.0,1.0,19.0,0.9998030662536621
9740149,10256,2019-04-22 18:00,1555956000,17.3,72.7,a8aw2,360.0,7.0,28.0,26.7,,1010.0,10000.0,1.0,0.0,0.0,20.0,0.9998030662536621
9740202,256,2019-04-22 18:00,1555956000,17.3,72.7,a8aw2,360.0,7.0,28.0,26.7,,1010.0,10010.0,1.0,0.0,0.0,20.0,0.9998030662536621
9919462,10256,2019-04-24 06:00,1556085600,19.3,72.4,a8aw2,360.0,7.0,32.0,29.4,,1012.0,10000.0,1.0,0.0,0.0,21.0,0.9998030662536621
9919414,256,2019-04-24 06:00,1556085600,19.3,72.4,a8aw2,360.0,7.0,32.0,29.4,,1012.0,10010.0,1.0,0.0,0.0,21.0,0.9998030662536621
9974587,10256,2019-04-24 18:00,1556128800,20.4,70.5,a8aw2,315.0,7.0,26.0,24.6,,1010.0,10000.0,2.0,0.0,0.0,22.0,0.9998030662536621
9974636,256,2019-04-24 18:00,1556128800,20.4,70.5,a8aw2,315.0,7.0,26.0,24.6,,1010.0,10010.0,2.0,0.0,0.0,22.0,0.9998030662536621
10040770,10256,2019-04-25 06:00,1556172000,21.9,68.9,a8aw2,360.0,7.0,32.0,30.7,,1014.0,10000.0,1.0,0.0,0.0,23.0,0.9998030662536621
10040733,256,2019-04-25 06:00,1556172000,21.9,68.9,a8aw2,360.0,7.0,32.0,30.7,,1014.0,10010.0,1.0,0.0,0.0,23.0,0.9998030662536621
10280569,10256,2019-04-27 06:00,1556344800,20.3,70.9,a8aw2,90.0,7.0,31.0,28.4,,1010.0,10000.0,5.0,0.0,0.0,24.0,0.9998030662536621
10280618,256,2019-04-27 06:00,1556344800,20.3,70.9,a8aw2,90.0,7.0,31.0,28.4,,1010.0,10010.0,5.0,0.0,0.0,24.0,0.9998030662536621
7244104,10256,2019-04-02 06:00,1554184800,-37.0,124.1,a8ax8,90.0,9.0,16.5,9.9,,1019.3,20000.0,3.0,0.0,0.0,25.0,0.9998030662536621
7244673,256,2019-04-02 06:00,1554184800,-37.0,124.1,a8ax8,90.0,9.0,16.5,9.9,,1019.3,20010.0,3.0,0.0,0.0,25.0,0.9998030662536621
7366264,10256,2019-04-03 06:00,1554271200,-38.1,132.7,a8ax8,90.0,9.0,14.2,5.5,,1028.1,20000.0,2.0,1.0,1.0,26.0,0.9998030662536621
7366497,256,2019-04-03 06:00,1554271200,-38.1,132.7,a8ax8,90.0,9.0,14.2,5.5,,1028.1,20010.0,2.0,1.0,1.0,26.0,0.9998030662536621
7899714,10256,2019-04-06 21:00,1554584400,12.5,-72.1,a8cg6,90.0,7.0,28.0,23.7,,1012.0,10000.0,509.0,,,27.0,0.9998030662536621
7900175,256,2019-04-06 21:00,1554584400,12.5,-72.1,a8cg6,90.0,7.0,28.0,23.7,,1012.0,10010.0,509.0,,,27.0,0.9998030662536621
7899656,256,2019-04-06 21:00,1554584400,12.5,-72.1,a8cg6,90.0,7.0,28.0,23.7,,1012.0,10010.0,509.0,,,27.0,0.9998030662536621
8153089,10256,2019-04-09 08:00,1554796799,9.2,-56.8,a8cg6,135.0,9.0,27.0,22.6,,1014.0,20000.0,2.0,0.0,0.0,28.0,0.9998030662536621
8153189,256,2019-04-09 08:00,1554796799,9.2,-56.8,a8cg6,135.0,9.0,27.0,22.6,,1014.0,20010.0,2.0,0.0,0.0,28.0,0.9998030662536621
8153088,10256,2019-04-09 20:00,1554839999,7.4,-54.1,a8cg6,135.0,9.0,30.0,22.7,,1013.0,20000.0,2.0,2.0,2.0,29.0,0.9998030662536621
8153188,256,2019-04-09 20:00,1554839999,7.4,-54.1,a8cg6,135.0,9.0,30.0,22.7,,1013.0,20010.0,2.0,2.0,2.0,29.0,0.9998030662536621
8385492,10256,2019-04-11 19:00,1555009200,0.7,-43.7,a8cg6,135.0,9.0,30.0,22.7,,1012.0,10000.0,5.0,4.0,4.0,30.0,0.9998030662536621
8385539,256,2019-04-11 19:00,1555009200,0.7,-43.7,a8cg6,135.0,9.0,30.0,22.7,,1012.0,10010.0,5.0,4.0,4.0,30.0,0.9998030662536621
8606879,10256,2019-04-13 07:00,1555138800,-4.4,-35.7,a8cg6,135.0,7.0,28.0,23.7,,1011.0,20000.0,2.0,0.0,0.0,31.0,0.9998030662536621
8606860,256,2019-04-13 07:00,1555138800,-4.4,-35.7,a8cg6,135.0,7.0,28.0,23.7,,1011.0,20010.0,2.0,0.0,0.0,31.0,0.9998030662536621
8686936,10256,2019-04-14 07:00,1555225200,-9.9,-35.1,a8cg6,180.0,7.0,27.5,21.6,,1013.0,20000.0,2.0,1.0,1.0,32.0,0.9998030662536621
8686944,256,2019-04-14 07:00,1555225200,-9.9,-35.1,a8cg6,180.0,7.0,27.5,21.6,,1013.0,20010.0,2.0,1.0,1.0,32.0,0.9998030662536621
8813340,10256,2019-04-15 07:00,1555311600,-16.2,-36.9,a8cg6,180.0,9.0,28.0,21.3,,1014.0,10000.0,60.0,6.0,6.0,33.0,0.9998030662536621
8813356,256,2019-04-15 07:00,1555311600,-16.2,-36.9,a8cg6,180.0,9.0,28.0,21.3,,1014.0,10010.0,60.0,6.0,6.0,33.0,0.9998030662536621
8859804,10256,2019-04-15 19:00,1555354800,-19.3,-38.1,a8cg6,225.0,9.0,31.0,25.4,,1016.0,20000.0,3.0,2.0,2.0,34.0,0.9998030662536621
8859851,256,2019-04-15 19:00,1555354800,-19.3,-38.1,a8cg6,225.0,9.0,31.0,25.4,,1016.0,20010.0,3.0,2.0,2.0,34.0,0.9998030662536621
9252388,10256,2019-04-18 19:00,1555614000,-27.9,-48.2,a8cg6,225.0,7.0,27.5,22.4,,1013.0,20000.0,2.0,0.0,0.0,35.0,0.9998030662536621
9252370,256,2019-04-18 19:00,1555614000,-27.9,-48.2,a8cg6,225.0,7.0,27.5,22.4,,1013.0,20010.0,2.0,0.0,0.0,35.0,0.9998030662536621
9330378,10256,2019-04-19 07:00,1555657200,-30.7,-50.1,a8cg6,225.0,9.0,22.0,18.9,,1013.0,20000.0,2.0,1.0,1.0,36.0,0.9998030662536621
9330407,256,2019-04-19 07:00,1555657200,-30.7,-50.1,a8cg6,225.0,9.0,22.0,18.9,,1013.0,20010.0,2.0,1.0,1.0,36.0,0.9998030662536621
9388064,10256,2019-04-19 19:00,1555700400,-33.5,-52.2,a8cg6,225.0,9.0,23.0,16.5,,1011.0,20000.0,2.0,2.0,2.0,37.0,0.9998030662536621
9388087,256,2019-04-19 19:00,1555700400,-33.5,-52.2,a8cg6,225.0,9.0,23.0,16.5,,1011.0,20010.0,2.0,2.0,2.0,37.0,0.9998030662536621
10115590,10256,2019-04-24 19:00,1556132400,-33.7,-52.6,a8cg6,45.0,7.0,20.0,13.0,,1023.0,20000.0,2.0,0.0,0.0,38.0,0.9998030662536621
10115558,256,2019-04-24 19:00,1556132400,-33.7,-52.6,a8cg6,45.0,7.0,20.0,13.0,,1023.0,20010.0,2.0,0.0,0.0,38.0,0.9998030662536621
10590633,10256,2019-04-29 19:00,1556564400,-23.4,-43.8,a8cg6,45.0,7.0,27.0,21.0,,1014.0,20000.0,2.0,2.0,2.0,39.0,0.9998030662536621
10590628,256,2019-04-29 19:00,1556564400,-23.4,-43.8,a8cg6,45.0,7.0,27.0,21.0,,1014.0,20010.0,2.0,2.0,2.0,39.0,0.9998030662536621
7240958,10256,2019-04-02 06:00,1554184800,2.0,-5.1,a8ch2,135.0,9.0,30.0,16.3,,1000.8,10000.0,3.0,1.0,1.0,40.0,0.9998030662536621
7241005,256,2019-04-02 06:00,1554184800,2.0,-5.1,a8ch2,135.0,9.0,30.0,16.3,,1000.8,10010.0,3.0,1.0,1.0,40.0,0.9998030662536621
7295186,256,2019-04-02 15:00,1554217200,0.7,-2.9,a8ch2,135.0,9.0,31.0,27.1,,1008.0,20010.0,3.0,2.0,2.0,,
7302385,10256,2019-04-02 18:00,1554228000,0.2,-2.2,a8ch2,135.0,9.0,30.0,30.0,,1000.8,10000.0,1.0,2.0,2.0,41.0,0.9998030662536621
7302411,256,2019-04-02 18:00,1554228000,0.2,-2.2,a8ch2,135.0,9.0,30.0,30.0,,1000.8,10010.0,1.0,2.0,2.0,41.0,0.9998030662536621
7363604,10256,2019-04-03 06:00,1554271200,-1.4,0.6,a8ch2,135.0,9.0,30.0,16.3,,1000.9,10000.0,3.0,2.0,2.0,42.0,0.9998030662536621
7363520,256,2019-04-03 06:00,1554271200,-1.4,0.6,a8ch2,135.0,9.0,30.0,16.3,,1000.9,10010.0,3.0,2.0,2.0,42.0,0.9998030662536621
7431147,10256,2019-04-03 19:00,1554318000,-3.4,3.9,a8ch2,135.0,9.0,29.0,27.7,,1008.0,10000.0,3.0,1.0,1.0,43.0,0.9998030662536621
7431431,256,2019-04-03 19:00,1554318000,-3.4,3.9,a8ch2,135.0,9.0,29.0,27.7,,1008.0,10010.0,3.0,1.0,1.0,43.0,0.9998030662536621
7483750,10256,2019-04-04 06:00,1554357600,-5.0,6.5,a8ch2,135.0,9.0,20.9,20.8,,1000.9,10000.0,1.0,1.0,1.0,44.0,0.9998030662536621
7483751,256,2019-04-04 06:00,1554357600,-5.0,6.5,a8ch2,135.0,9.0,20.9,20.8,,1000.9,10010.0,1.0,1.0,1.0,44.0,0.9998030662536621
7507127,10256,2019-04-04 10:00,1554372000,-5.7,7.7,a8ch2,135.0,9.0,31.0,29.7,,1009.0,10000.0,3.0,1.0,1.0,45.0,0.9998030662536621
7507124,256,2019-04-04 10:00,1554372000,-5.7,7.7,a8ch2,135.0,9.0,31.0,29.7,,1009.0,10010.0,3.0,1.0,1.0,45.0,0.9998030662536621
7539768,10256,2019-04-04 18:00,1554400800,-6.8,9.6,a8ch2,135.0,9.0,30.0,16.3,,1000.6,4000.0,2.0,2.0,2.0,46.0,0.9998030662536621
7539773,256,2019-04-04 18:00,1554400800,-6.8,9.6,a8ch2,135.0,9.0,30.0,16.3,,1000.6,4010.0,2.0,2.0,2.0,46.0,0.9998030662536621
8077650,10256,2019-04-09 07:00,1554793200,-8.7,13.2,a8ch2,135.0,1.0,28.0,26.7,,1012.0,10000.0,3.0,1.0,1.0,47.0,0.9998030662536621
8077649,256,2019-04-09 07:00,1554793200,-8.7,13.2,a8ch2,135.0,2.0,28.0,26.7,,1012.0,10010.0,3.0,1.0,1.0,47.0,0.9998030662536621
8551632,10256,2019-04-13 07:00,1555138800,-8.7,13.2,a8ch2,225.0,1.0,28.0,26.7,,1011.0,10000.0,3.0,1.0,1.0,48.0,0.9998030662536621
8551637,256,2019-04-13 07:00,1555138800,-8.7,13.2,a8ch2,225.0,2.0,28.0,26.7,,1011.0,10010.0,3.0,1.0,1.0,48.0,0.9998030662536621
8672728,10256,2019-04-14 07:00,1555225200,-8.7,13.2,a8ch2,45.0,1.0,29.0,27.7,,1012.0,10000.0,1.0,1.0,1.0,49.0,0.9998030662536621
8672638,256,2019-04-14 07:00,1555225200,-8.7,13.2,a8ch2,45.0,2.0,29.0,27.7,,1012.0,10010.0,1.0,1.0,1.0,49.0,0.9998030662536621
8798229,10256,2019-04-15 07:00,1555311600,-8.7,13.2,a8ch2,45.0,1.0,28.0,26.7,,1013.0,10000.0,1.0,1.0,1.0,50.0,0.9998030662536621
8798222,256,2019-04-15 07:00,1555311600,-8.7,13.2,a8ch2,45.0,2.0,28.0,26.7,,1013.0,10010.0,1.0,1.0,1.0,50.0,0.9998030662536621
8921575,10256,2019-04-16 07:00,1555398000,-8.7,13.2,a8ch2,90.0,1.0,28.0,26.7,,1012.0,10000.0,3.0,1.0,1.0,51.0,0.9998030662536621
8921579,256,2019-04-16 07:00,1555398000,-8.7,13.2,a8ch2,90.0,2.0,28.0,26.7,,1012.0,10010.0,3.0,1.0,1.0,51.0,0.9998030662536621
9056375,10256,2019-04-17 07:00,1555484400,-8.7,13.2,a8ch2,90.0,1.0,28.0,26.7,,1012.0,10000.0,3.0,1.0,1.0,52.0,0.9998030662536621
9056397,256,2019-04-17 07:00,1555484400,-8.7,13.2,a8ch2,90.0,2.0,28.0,26.7,,1012.0,10010.0,3.0,1.0,1.0,52.0,0.9998030662536621
9178746,10256,2019-04-18 07:00,1555570800,-8.7,13.2,a8ch2,135.0,1.0,27.0,25.7,,1012.0,10000.0,3.0,1.0,1.0,53.0,0.9998030662536621
9178737,256,2019-04-18 07:00,1555570800,-8.7,13.2,a8ch2,135.0,2.0,27.0,25.7,,1012.0,10010.0,3.0,1.0,1.0,53.0,0.9998030662536621
9305971,10256,2019-04-19 07:00,1555657200,-8.7,13.2,a8ch2,360.0,1.0,29.0,27.7,,1012.0,10000.0,3.0,1.0,1.0,54.0,0.9998030662536621
9305937,256,2019-04-19 07:00,1555657200,-8.7,13.2,a8ch2,360.0,2.0,29.0,27.7,,1012.0,10010.0,3.0,1.0,1.0,54.0,0.9998030662536621
9432551,10256,2019-04-20 07:00,1555743600,-8.7,13.2,a8ch2,45.0,1.0,28.0,26.7,,1011.0,10000.0,3.0,1.0,1.0,55.0,0.9998030662536621
9432553,256,2019-04-20 07:00,1555743600,-8.7,13.2,a8ch2,45.0,2.0,28.0,26.7,,1011.0,10010.0,3.0,1.0,1.0,55.0,0.9998030662536621
9554070,10256,2019-04-21 07:00,1555830000,-8.7,13.2,a8ch2,225.0,1.0,27.0,25.7,,1011.0,10000.0,3.0,1.0,1.0,56.0,0.9998030662536621
9554093,256,2019-04-21 07:00,1555830000,-8.7,13.2,a8ch2,225.0,2.0,27.0,25.7,,1011.0,10010.0,3.0,1.0,1.0,56.0,0.9998030662536621
9680108,10256,2019-04-22 07:00,1555916400,-8.7,13.2,a8ch2,225.0,1.0,27.0,25.7,,1011.0,10000.0,3.0,1.0,1.0,57.0,0.9998030662536621
9680110,256,2019-04-22 07:00,1555916400,-8.7,13.2,a8ch2,225.0,2.0,27.0,25.7,,1011.0,10010.0,3.0,1.0,1.0,57.0,0.9998030662536621
9800632,10256,2019-04-23 07:00,1556002800,-8.7,13.2,a8ch2,225.0,1.0,28.0,26.7,,1011.0,10000.0,3.0,1.0,1.0,58.0,0.9998030662536621
9800637,256,2019-04-23 07:00,1556002800,-8.7,13.2,a8ch2,225.0,2.0,28.0,26.7,,1011.0,10010.0,3.0,1.0,1.0,58.0,0.9998030662536621
9918122,10256,2019-04-24 07:00,1556089200,-7.8,11.2,a8ch2,315.0,7.0,29.0,27.7,,1012.0,10000.0,3.0,1.0,1.0,59.0,0.9998030662536621
9918134,256,2019-04-24 07:00,1556089200,-7.8,11.2,a8ch2,315.0,7.0,29.0,27.7,,1012.0,10010.0,3.0,1.0,1.0,59.0,0.9998030662536621
10038888,10256,2019-04-25 07:00,1556175600,-6.4,9.0,a8ch2,270.0,1.0,28.0,26.7,,1014.0,10000.0,3.0,1.0,1.0,60.0,0.9998030662536621
10038866,256,2019-04-25 07:00,1556175600,-6.4,9.0,a8ch2,270.0,2.0,28.0,26.7,,1014.0,10010.0,3.0,1.0,1.0,60.0,0.9998030662536621
10160138,10256,2019-04-26 07:00,1556262000,-6.2,8.8,a8ch2,270.0,1.0,29.0,27.7,,1012.0,10000.0,3.0,1.0,1.0,61.0,0.9998030662536621
10160066,256,2019-04-26 07:00,1556262000,-6.2,8.8,a8ch2,270.0,2.0,29.0,27.7,,1012.0,10010.0,3.0,1.0,1.0,61.0,0.9998030662536621
10273945,10256,2019-04-27 06:00,1556344800,-4.7,8.3,a8ch2,225.0,4.0,20.8,20.7,,1010.1,4000.0,2.0,2.0,2.0,62.0,0.9998030662536621
10273659,256,2019-04-27 06:00,1556344800,-4.7,8.3,a8ch2,225.0,4.0,20.8,20.7,,1010.1,4010.0,2.0,2.0,2.0,62.0,0.9998030662536621
10333126,10256,2019-04-27 18:00,1556388000,-3.0,8.0,a8ch2,360.0,4.0,20.9,20.8,,1010.0,4000.0,2.0,2.0,2.0,63.0,0.9998030662536621
10333121,256,2019-04-27 18:00,1556388000,-3.0,8.0,a8ch2,360.0,4.0,20.9,20.8,,1010.0,4010.0,2.0,2.0,2.0,63.0,0.9998030662536621
10518812,10256,2019-04-29 07:00,1556521200,3.4,7.1,a8ch2,360.0,7.0,30.0,28.7,,1011.0,10000.0,3.0,1.0,1.0,64.0,0.9998030662536621
10518822,256,2019-04-29 07:00,1556521200,3.4,7.1,a8ch2,360.0,7.0,30.0,28.7,,1011.0,10010.0,3.0,1.0,1.0,64.0,0.9998030662536621
7281765,10256,2019-04-02 12:00,1554206400,35.3,-6.6,a8ci9,225.0,9.0,16.0,,,1018.0,10000.0,3.0,2.0,2.0,65.0,0.9998030662536621
7281774,256,2019-04-02 12:00,1554206400,35.3,-6.6,a8ci9,225.0,9.0,16.0,,,1018.0,10010.0,3.0,2.0,2.0,65.0,0.9998030662536621
7401162,10256,2019-04-03 12:00,1554292800,30.2,-11.5,a8ci9,270.0,9.0,18.0,,,1010.0,10000.0,3.0,2.0,2.0,66.0,0.9998030662536621
7401199,256,2019-04-03 12:00,1554292800,30.2,-11.5,a8ci9,270.0,9.0,18.0,,,1010.0,10010.0,3.0,2.0,2.0,66.0,0.9998030662536621
7515727,10256,2019-04-04 12:00,1554379200,24.8,-15.6,a8ci9,225.0,9.0,20.0,,,1016.0,10000.0,3.0,1.0,1.0,67.0,0.9998030662536621
7515863,256,2019-04-04 12:00,1554379200,24.8,-15.6,a8ci9,225.0,9.0,20.0,,,1016.0,10010.0,3.0,1.0,1.0,67.0,0.9998030662536621
7632975,10256,2019-04-05 12:00,1554465600,18.6,-17.5,a8ci9,180.0,7.0,21.0,,,1019.0,10000.0,1.0,1.0,1.0,68.0,0.9998030662536621
7632938,256,2019-04-05 12:00,1554465600,18.6,-17.5,a8ci9,180.0,7.0,21.0,,,1019.0,10010.0,1.0,1.0,1.0,68.0,0.9998030662536621
7761415,10256,2019-04-06 12:00,1554552000,12.6,-17.5,a8ci9,180.0,7.0,20.0,,,1015.0,4000.0,10.0,1.0,1.0,69.0,0.9998030662536621
7761393,256,2019-04-06 12:00,1554552000,12.6,-17.5,a8ci9,180.0,7.0,20.0,,,1015.0,4010.0,10.0,1.0,1.0,69.0,0.9998030662536621
7881462,10256,2019-04-07 12:00,1554638400,7.9,-14.5,a8ci9,135.0,7.0,27.0,,,1014.0,10000.0,2.0,1.0,1.0,70.0,0.9998030662536621
7881466,256,2019-04-07 12:00,1554638400,7.9,-14.5,a8ci9,135.0,7.0,27.0,,,1014.0,10010.0,2.0,1.0,1.0,70.0,0.9998030662536621
8005096,10256,2019-04-08 12:00,1554724800,4.8,-9.4,a8ci9,135.0,7.0,29.0,,,1014.0,10000.0,3.0,2.0,2.0,71.0,0.9998030662536621
8005127,256,2019-04-08 12:00,1554724800,4.8,-9.4,a8ci9,135.0,7.0,29.0,,,1014.0,10010.0,3.0,2.0,2.0,71.0,0.9998030662536621
8101523,10256,2019-04-09 12:00,1554811200,4.3,-3.9,a8ci9,90.0,7.0,30.0,,,1013.0,10000.0,3.0,1.0,1.0,72.0,0.9998030662536621
8101564,256,2019-04-09 12:00,1554811200,4.3,-3.9,a8ci9,90.0,7.0,30.0,,,1013.0,10010.0,3.0,1.0,1.0,72.0,0.9998030662536621
8220072,10256,2019-04-10 12:00,1554897600,5.7,1.9,a8ci9,90.0,7.0,34.0,27.5,,1012.0,10000.0,3.0,2.0,2.0,73.0,0.9998030662536621
8220052,256,2019-04-10 12:00,1554897600,5.7,1.9,a8ci9,90.0,7.0,34.0,27.5,,1012.0,10010.0,3.0,2.0,2.0,73.0,0.9998030662536621
9103588,10256,2019-04-17 15:00,1555513200,5.2,0.0,a8ci9,270.0,7.0,31.0,,,1010.0,10000.0,3.0,2.0,2.0,74.0,0.9998030662536621
9103578,256,2019-04-17 15:00,1555513200,5.2,0.0,a8ci9,270.0,7.0,31.0,,,1010.0,10010.0,3.0,2.0,2.0,74.0,0.9998030662536621
10080144,10256,2019-04-25 15:00,1556204400,6.1,-11.7,a8ci9,315.0,7.0,30.0,,,1011.0,10000.0,3.0,2.0,2.0,75.0,0.9998030662536621
10080131,256,2019-04-25 15:00,1556204400,6.1,-11.7,a8ci9,315.0,7.0,30.0,,,1011.0,10010.0,3.0,2.0,2.0,75.0,0.9998030662536621
10186640,10256,2019-04-26 12:00,1556280000,8.6,-15.4,a8ci9,315.0,7.0,27.0,,,1014.0,10000.0,2.0,1.0,1.0,76.0,0.9998030662536621
10186696,256,2019-04-26 12:00,1556280000,8.6,-15.4,a8ci9,315.0,7.0,27.0,,,1014.0,10010.0,2.0,1.0,1.0,76.0,0.9998030662536621
