MAROB_ID,IID,MESSZEIT,MESSZEIT_UNIX_TS,GEOGR_BREITE,GEOGR_LAENGE,KENNUNG,FAHRTRICHTUNG,FAHRTGESCHWINDIGKEIT,LUFTTEMPERATUR,TAUPUNKTTEMPERATUR,REL_FEUCHTE,LUFTDRUCK_REDUZIERT,HORIZONTALE_SICHT,WETTER,VERLAUF1,VERLAUF2
9679541,10256,2019-04-22 06:00,1555912800,14.6,73.6,A8AW2,315,7,33,29.1,,1011,10000,5,0,0
9679477,256,2019-04-22 06:00,1555912800,14.6,73.6,A8AW2,315,7,33,29.1,,1011,10010,5,0,0
9710407,10256,2019-04-22 12:00,1555934400,15.9,73,A8AW2,315,7,30,,,1008,20000,510,1,1
9710437,256,2019-04-22 12:00,1555934400,15.9,73,A8AW2,315,7,30,,,1008,20010,510,1,1
9740149,10256,2019-04-22 18:00,1555956000,17.3,72.7,A8AW2,360,7,28,26.7,,1010,10000,1,0,0
9740202,256,2019-04-22 18:00,1555956000,17.3,72.7,A8AW2,360,7,28,26.7,,1010,10010,1,0,0
9919462,10256,2019-04-24 06:00,1556085600,19.3,72.4,A8AW2,360,7,32,29.4,,1012,10000,1,0,0
9919414,256,2019-04-24 06:00,1556085600,19.3,72.4,A8AW2,360,7,32,29.4,,1012,10010,1,0,0
9974587,10256,2019-04-24 18:00,1556128800,20.4,70.5,A8AW2,315,7,26,24.6,,1010,10000,2,0,0
9974636,256,2019-04-24 18:00,1556128800,20.4,70.5,A8AW2,315,7,26,24.6,,1010,10010,2,0,0
10040770,10256,2019-04-25 06:00,1556172000,21.9,68.9,A8AW2,360,7,32,30.7,,1014,10000,1,0,0
10040733,256,2019-04-25 06:00,1556172000,21.9,68.9,A8AW2,360,7,32,30.7,,1014,10010,1,0,0
10280569,10256,2019-04-27 06:00,1556344800,20.3,70.9,A8AW2,90,7,31,28.4,,1010,10000,5,0,0
10280618,256,2019-04-27 06:00,1556344800,20.3,70.9,A8AW2,90,7,31,28.4,,1010,10010,5,0,0
7244104,10256,2019-04-02 06:00,1554184800,-37,124.1,A8AX8,90,9,16.5,9.9,,1019.3,20000,3,0,0
7244673,256,2019-04-02 06:00,1554184800,-37,124.1,A8AX8,90,9,16.5,9.9,,1019.3,20010,3,0,0
7366264,10256,2019-04-03 06:00,1554271200,-38.1,132.7,A8AX8,90,9,14.2,5.5,,1028.1,20000,2,1,1
7366497,256,2019-04-03 06:00,1554271200,-38.1,132.7,A8AX8,90,9,14.2,5.5,,1028.1,20010,2,1,1
7899714,10256,2019-04-06 21:00,1554584400,12.5,-72.1,A8CG6,90,7,28,23.7,,1012,10000,509,,
7900175,256,2019-04-06 21:00,1554584400,12.5,-72.1,A8CG6,90,7,28,23.7,,1012,10010,509,,
7899656,256,2019-04-06 21:00,1554584400,12.5,-72.1,A8CG6,90,7,28,23.7,,1012,10010,509,,
8153089,10256,2019-04-09 08:00,1554796799,9.2,-56.8,A8CG6,135,9,27,22.6,,1014,20000,2,0,0
8153189,256,2019-04-09 08:00,1554796799,9.2,-56.8,A8CG6,135,9,27,22.6,,1014,20010,2,0,0
8153088,10256,2019-04-09 20:00,1554839999,7.4,-54.1,A8CG6,135,9,30,22.7,,1013,20000,2,2,2
8153188,256,2019-04-09 20:00,1554839999,7.4,-54.1,A8CG6,135,9,30,22.7,,1013,20010,2,2,2
8385492,10256,2019-04-11 19:00,1555009200,0.7,-43.7,A8CG6,135,9,30,22.7,,1012,10000,5,4,4
8385539,256,2019-04-11 19:00,1555009200,0.7,-43.7,A8CG6,135,9,30,22.7,,1012,10010,5,4,4
8606879,10256,2019-04-13 07:00,1555138800,-4.4,-35.7,A8CG6,135,7,28,23.7,,1011,20000,2,0,0
8606860,256,2019-04-13 07:00,1555138800,-4.4,-35.7,A8CG6,135,7,28,23.7,,1011,20010,2,0,0
8686936,10256,2019-04-14 07:00,1555225200,-9.9,-35.1,A8CG6,180,7,27.5,21.6,,1013,20000,2,1,1
8686944,256,2019-04-14 07:00,1555225200,-9.9,-35.1,A8CG6,180,7,27.5,21.6,,1013,20010,2,1,1
8813340,10256,2019-04-15 07:00,1555311600,-16.2,-36.9,A8CG6,180,9,28,21.3,,1014,10000,60,6,6
8813356,256,2019-04-15 07:00,1555311600,-16.2,-36.9,A8CG6,180,9,28,21.3,,1014,10010,60,6,6
8859804,10256,2019-04-15 19:00,1555354800,-19.3,-38.1,A8CG6,225,9,31,25.4,,1016,20000,3,2,2
8859851,256,2019-04-15 19:00,1555354800,-19.3,-38.1,A8CG6,225,9,31,25.4,,1016,20010,3,2,2
9252388,10256,2019-04-18 19:00,1555614000,-27.9,-48.2,A8CG6,225,7,27.5,22.4,,1013,20000,2,0,0
9252370,256,2019-04-18 19:00,1555614000,-27.9,-48.2,A8CG6,225,7,27.5,22.4,,1013,20010,2,0,0
9330378,10256,2019-04-19 07:00,1555657200,-30.7,-50.1,A8CG6,225,9,22,18.9,,1013,20000,2,1,1
9330407,256,2019-04-19 07:00,1555657200,-30.7,-50.1,A8CG6,225,9,22,18.9,,1013,20010,2,1,1
9388064,10256,2019-04-19 19:00,1555700400,-33.5,-52.2,A8CG6,225,9,23,16.5,,1011,20000,2,2,2
9388087,256,2019-04-19 19:00,1555700400,-33.5,-52.2,A8CG6,225,9,23,16.5,,1011,20010,2,2,2
10115590,10256,2019-04-24 19:00,1556132400,-33.7,-52.6,A8CG6,45,7,20,13,,1023,20000,2,0,0
10115558,256,2019-04-24 19:00,1556132400,-33.7,-52.6,A8CG6,45,7,20,13,,1023,20010,2,0,0
10590633,10256,2019-04-29 19:00,1556564400,-23.4,-43.8,A8CG6,45,7,27,21,,1014,20000,2,2,2
10590628,256,2019-04-29 19:00,1556564400,-23.4,-43.8,A8CG6,45,7,27,21,,1014,20010,2,2,2
7240958,10256,2019-04-02 06:00,1554184800,2,-5.1,A8CH2,135,9,30,16.3,,1000.8,10000,3,1,1
7241005,256,2019-04-02 06:00,1554184800,2,-5.1,A8CH2,135,9,30,16.3,,1000.8,10010,3,1,1
7295186,256,2019-04-02 15:00,1554217200,0.7,-2.9,A8CH2,135,9,31,27.1,,1008,20010,3,2,2
7302385,10256,2019-04-02 18:00,1554228000,0.2,-2.2,A8CH2,135,9,30,30,,1000.8,10000,1,2,2
7302411,256,2019-04-02 18:00,1554228000,0.2,-2.2,A8CH2,135,9,30,30,,1000.8,10010,1,2,2
7363604,10256,2019-04-03 06:00,1554271200,-1.4,0.6,A8CH2,135,9,30,16.3,,1000.9,10000,3,2,2
7363520,256,2019-04-03 06:00,1554271200,-1.4,0.6,A8CH2,135,9,30,16.3,,1000.9,10010,3,2,2
7431147,10256,2019-04-03 19:00,1554318000,-3.4,3.9,A8CH2,135,9,29,27.7,,1008,10000,3,1,1
7431431,256,2019-04-03 19:00,1554318000,-3.4,3.9,A8CH2,135,9,29,27.7,,1008,10010,3,1,1
7483750,10256,2019-04-04 06:00,1554357600,-5,6.5,A8CH2,135,9,20.9,20.8,,1000.9,10000,1,1,1
7483751,256,2019-04-04 06:00,1554357600,-5,6.5,A8CH2,135,9,20.9,20.8,,1000.9,10010,1,1,1
7507127,10256,2019-04-04 10:00,1554372000,-5.7,7.7,A8CH2,135,9,31,29.7,,1009,10000,3,1,1
7507124,256,2019-04-04 10:00,1554372000,-5.7,7.7,A8CH2,135,9,31,29.7,,1009,10010,3,1,1
7539768,10256,2019-04-04 18:00,1554400800,-6.8,9.6,A8CH2,135,9,30,16.3,,1000.6,4000,2,2,2
7539773,256,2019-04-04 18:00,1554400800,-6.8,9.6,A8CH2,135,9,30,16.3,,1000.6,4010,2,2,2
8077650,10256,2019-04-09 07:00,1554793200,-8.7,13.2,A8CH2,135,1,28,26.7,,1012,10000,3,1,1
8077649,256,2019-04-09 07:00,1554793200,-8.7,13.2,A8CH2,135,2,28,26.7,,1012,10010,3,1,1
8551632,10256,2019-04-13 07:00,1555138800,-8.7,13.2,A8CH2,225,1,28,26.7,,1011,10000,3,1,1
8551637,256,2019-04-13 07:00,1555138800,-8.7,13.2,A8CH2,225,2,28,26.7,,1011,10010,3,1,1
8672728,10256,2019-04-14 07:00,1555225200,-8.7,13.2,A8CH2,45,1,29,27.7,,1012,10000,1,1,1
8672638,256,2019-04-14 07:00,1555225200,-8.7,13.2,A8CH2,45,2,29,27.7,,1012,10010,1,1,1
8798229,10256,2019-04-15 07:00,1555311600,-8.7,13.2,A8CH2,45,1,28,26.7,,1013,10000,1,1,1
8798222,256,2019-04-15 07:00,1555311600,-8.7,13.2,A8CH2,45,2,28,26.7,,1013,10010,1,1,1
8921575,10256,2019-04-16 07:00,1555398000,-8.7,13.2,A8CH2,90,1,28,26.7,,1012,10000,3,1,1
8921579,256,2019-04-16 07:00,1555398000,-8.7,13.2,A8CH2,90,2,28,26.7,,1012,10010,3,1,1
9056375,10256,2019-04-17 07:00,1555484400,-8.7,13.2,A8CH2,90,1,28,26.7,,1012,10000,3,1,1
9056397,256,2019-04-17 07:00,1555484400,-8.7,13.2,A8CH2,90,2,28,26.7,,1012,10010,3,1,1
9178746,10256,2019-04-18 07:00,1555570800,-8.7,13.2,A8CH2,135,1,27,25.7,,1012,10000,3,1,1
9178737,256,2019-04-18 07:00,1555570800,-8.7,13.2,A8CH2,135,2,27,25.7,,1012,10010,3,1,1
9305971,10256,2019-04-19 07:00,1555657200,-8.7,13.2,A8CH2,360,1,29,27.7,,1012,10000,3,1,1
9305937,256,2019-04-19 07:00,1555657200,-8.7,13.2,A8CH2,360,2,29,27.7,,1012,10010,3,1,1
9432551,10256,2019-04-20 07:00,1555743600,-8.7,13.2,A8CH2,45,1,28,26.7,,1011,10000,3,1,1
9432553,256,2019-04-20 07:00,1555743600,-8.7,13.2,A8CH2,45,2,28,26.7,,1011,10010,3,1,1
9554070,10256,2019-04-21 07:00,1555830000,-8.7,13.2,A8CH2,225,1,27,25.7,,1011,10000,3,1,1
9554093,256,2019-04-21 07:00,1555830000,-8.7,13.2,A8CH2,225,2,27,25.7,,1011,10010,3,1,1
9680108,10256,2019-04-22 07:00,1555916400,-8.7,13.2,A8CH2,225,1,27,25.7,,1011,10000,3,1,1
9680110,256,2019-04-22 07:00,1555916400,-8.7,13.2,A8CH2,225,2,27,25.7,,1011,10010,3,1,1
9800632,10256,2019-04-23 07:00,1556002800,-8.7,13.2,A8CH2,225,1,28,26.7,,1011,10000,3,1,1
9800637,256,2019-04-23 07:00,1556002800,-8.7,13.2,A8CH2,225,2,28,26.7,,1011,10010,3,1,1
9918122,10256,2019-04-24 07:00,1556089200,-7.8,11.2,A8CH2,315,7,29,27.7,,1012,10000,3,1,1
9918134,256,2019-04-24 07:00,1556089200,-7.8,11.2,A8CH2,315,7,29,27.7,,1012,10010,3,1,1
10038888,10256,2019-04-25 07:00,1556175600,-6.4,9,A8CH2,270,1,28,26.7,,1014,10000,3,1,1
10038866,256,2019-04-25 07:00,1556175600,-6.4,9,A8CH2,270,2,28,26.7,,1014,10010,3,1,1
10160138,10256,2019-04-26 07:00,1556262000,-6.2,8.8,A8CH2,270,1,29,27.7,,1012,10000,3,1,1
10160066,256,2019-04-26 07:00,1556262000,-6.2,8.8,A8CH2,270,2,29,27.7,,1012,10010,3,1,1
10273945,10256,2019-04-27 06:00,1556344800,-4.7,8.3,A8CH2,225,4,20.8,20.7,,1010.1,4000,2,2,2
10273659,256,2019-04-27 06:00,1556344800,-4.7,8.3,A8CH2,225,4,20.8,20.7,,1010.1,4010,2,2,2
10333126,10256,2019-04-27 18:00,1556388000,-3,8,A8CH2,360,4,20.9,20.8,,1010,4000,2,2,2
10333121,256,2019-04-27 18:00,1556388000,-3,8,A8CH2,360,4,20.9,20.8,,1010,4010,2,2,2
10518812,10256,2019-04-29 07:00,1556521200,3.4,7.1,A8CH2,360,7,30,28.7,,1011,10000,3,1,1
10518822,256,2019-04-29 07:00,1556521200,3.4,7.1,A8CH2,360,7,30,28.7,,1011,10010,3,1,1
7281765,10256,2019-04-02 12:00,1554206400,35.3,-6.6,A8CI9,225,9,16,,,1018,10000,3,2,2
7281774,256,2019-04-02 12:00,1554206400,35.3,-6.6,A8CI9,225,9,16,,,1018,10010,3,2,2
7401162,10256,2019-04-03 12:00,1554292800,30.2,-11.5,A8CI9,270,9,18,,,1010,10000,3,2,2
7401199,256,2019-04-03 12:00,1554292800,30.2,-11.5,A8CI9,270,9,18,,,1010,10010,3,2,2
7515727,10256,2019-04-04 12:00,1554379200,24.8,-15.6,A8CI9,225,9,20,,,1016,10000,3,1,1
7515863,256,2019-04-04 12:00,1554379200,24.8,-15.6,A8CI9,225,9,20,,,1016,10010,3,1,1
7632975,10256,2019-04-05 12:00,1554465600,18.6,-17.5,A8CI9,180,7,21,,,1019,10000,1,1,1
7632938,256,2019-04-05 12:00,1554465600,18.6,-17.5,A8CI9,180,7,21,,,1019,10010,1,1,1
7761415,10256,2019-04-06 12:00,1554552000,12.6,-17.5,A8CI9,180,7,20,,,1015,4000,10,1,1
7761393,256,2019-04-06 12:00,1554552000,12.6,-17.5,A8CI9,180,7,20,,,1015,4010,10,1,1
7881462,10256,2019-04-07 12:00,1554638400,7.9,-14.5,A8CI9,135,7,27,,,1014,10000,2,1,1
7881466,256,2019-04-07 12:00,1554638400,7.9,-14.5,A8CI9,135,7,27,,,1014,10010,2,1,1
8005096,10256,2019-04-08 12:00,1554724800,4.8,-9.4,A8CI9,135,7,29,,,1014,10000,3,2,2
8005127,256,2019-04-08 12:00,1554724800,4.8,-9.4,A8CI9,135,7,29,,,1014,10010,3,2,2
8101523,10256,2019-04-09 12:00,1554811200,4.3,-3.9,A8CI9,90,7,30,,,1013,10000,3,1,1
8101564,256,2019-04-09 12:00,1554811200,4.3,-3.9,A8CI9,90,7,30,,,1013,10010,3,1,1
8220072,10256,2019-04-10 12:00,1554897600,5.7,1.9,A8CI9,90,7,34,27.5,,1012,10000,3,2,2
8220052,256,2019-04-10 12:00,1554897600,5.7,1.9,A8CI9,90,7,34,27.5,,1012,10010,3,2,2
9103588,10256,2019-04-17 15:00,1555513200,5.2,0,A8CI9,270,7,31,,,1010,10000,3,2,2
9103578,256,2019-04-17 15:00,1555513200,5.2,0,A8CI9,270,7,31,,,1010,10010,3,2,2
10080144,10256,2019-04-25 15:00,1556204400,6.1,-11.7,A8CI9,315,7,30,,,1011,10000,3,2,2
10080131,256,2019-04-25 15:00,1556204400,6.1,-11.7,A8CI9,315,7,30,,,1011,10010,3,2,2
10186640,10256,2019-04-26 12:00,1556280000,8.6,-15.4,A8CI9,315,7,27,,,1014,10000,2,1,1
10186696,256,2019-04-26 12:00,1556280000,8.6,-15.4,A8CI9,315,7,27,,,1014,10010,2,1,1
10310439,10256,2019-04-27 12:00,1556366400,13,-17.5,A8CI9,360,7,25,,,1011,4000,10,,
10310318,256,2019-04-27 12:00,1556366400,13,-17.5,A8CI9,360,7,25,,,1011,4010,10,,
10424479,10256,2019-04-28 12:00,1556452800,17.7,-17.5,A8CI9,360,7,22,,,1014,10000,1,1,1
10424522,256,2019-04-28 12:00,1556452800,17.7,-17.5,A8CI9,360,7,22,,,1014,10010,1,1,1
10547406,10256,2019-04-29 12:00,1556539200,22.3,-17.3,A8CI9,45,7,20,,,1015,10000,2,1,1
10547265,256,2019-04-29 12:00,1556539200,22.3,-17.3,A8CI9,45,7,20,,,1015,10010,2,1,1
10667300,10256,2019-04-30 12:00,1556625600,26.3,-14.6,A8CI9,45,7,20,,,1015,10000,3,2,2
10667405,256,2019-04-30 12:00,1556625600,26.3,-14.6,A8CI9,45,7,20,,,1015,10010,3,2,2
10779020,10256,2019-05-01 12:00,1556712000,30,-11.7,A8CI9,45,7,18,,,1013,10000,3,2,2
10779009,256,2019-05-01 12:00,1556712000,30,-11.7,A8CI9,45,7,18,,,1013,10010,3,2,2
10746019,10256,2019-05-01 06:00,1556690400,38.3,13.7,A8DM9,270,4,18.4,13.3,,1015.1,20000,1,0,0
10745914,256,2019-05-01 06:00,1556690400,38.3,13.7,A8DM9,270,4,18.4,13.3,,1015.1,20010,1,0,0
10774233,10256,2019-05-01 12:00,1556712000,38.3,12.4,A8DM9,270,7,19,15.9,,1017,20000,1,0,0
10774357,256,2019-05-01 12:00,1556712000,38.3,12.4,A8DM9,270,7,19,15.9,,1017,20010,1,0,0
10802697,10256,2019-05-01 18:00,1556733600,38.3,11,A8DM9,270,4,17,13.7,,1016.2,20000,2,0,0
10802671,256,2019-05-01 18:00,1556733600,38.3,11,A8DM9,270,4,17,13.7,,1016.2,20010,2,0,0
7901709,10256,2019-04-07 17:00,1554656399,38.9,-25.5,A8EG9,225,9,14,,,1017.5,10000,2,2,2
7901907,256,2019-04-07 17:00,1554656399,38.9,-25.5,A8EG9,225,9,14,,,1017.5,10010,2,2,2
7938792,10256,2019-04-08 00:00,1554681600,37.5,-27.7,A8EG9,225,9,14,8,,1022.1,10000,3,1,1
7939105,256,2019-04-08 00:00,1554681600,37.5,-27.7,A8EG9,225,9,14,8,,1022.1,10010,3,1,1
7966761,10256,2019-04-08 06:00,1554703200,36.6,-29.4,A8EG9,225,9,14,,,1023.2,10000,2,1,1
8000782,10256,2019-04-08 12:00,1554724800,35.5,-31.3,A8EG9,225,9,17.5,5.1,,1023.8,20000,1,1,1
8001482,256,2019-04-08 12:00,1554724800,35.5,-31.3,A8EG9,225,9,17.5,5.1,,1023.8,20010,1,1,1
8047160,10256,2019-04-09 00:00,1554768000,33.7,-34.4,A8EG9,225,9,18,15.5,,1021.2,20000,50,0,0
8047406,256,2019-04-09 00:00,1554768000,33.7,-34.4,A8EG9,225,9,18,15.5,,1021.2,20010,50,0,0
8069557,10256,2019-04-09 06:00,1554789600,32.9,-32.8,A8EG9,225,7,20,,,1019.8,20000,2,0,0
8100011,10256,2019-04-09 12:00,1554811200,31.9,-37.5,A8EG9,225,9,21.5,13.8,,1021,20000,3,1,1
8100184,256,2019-04-09 12:00,1554811200,31.9,-37.5,A8EG9,225,9,21.5,13.8,,1021,20010,3,1,1
8156445,10256,2019-04-10 00:00,1554854400,30.5,-40.6,A8EG9,225,9,22,18,,1021,20000,3,2,2
8156932,256,2019-04-10 00:00,1554854400,30.5,-40.6,A8EG9,225,9,22,18,,1021,20010,3,2,2
8180428,10256,2019-04-10 06:00,1554876000,29.7,-52.1,A8EG9,225,9,23,,,1020.3,10000,510,,
8208800,10256,2019-04-10 12:00,1554897600,28.8,-43.8,A8EG9,225,9,23.5,18,,1022.3,20000,3,1,1
8209014,256,2019-04-10 12:00,1554897600,28.8,-43.8,A8EG9,225,9,23.5,18,,1022.3,20010,3,1,1
8260369,10256,2019-04-11 00:00,1554940800,27.2,-46.8,A8EG9,225,9,22.5,16.8,,1024,20000,2,2,2
8261425,256,2019-04-11 00:00,1554940800,27.2,-46.8,A8EG9,225,9,22.5,16.8,,1024,20010,2,2,2
8321843,10256,2019-04-11 12:00,1554984000,25.5,-49.9,A8EG9,225,9,25,17,,1023.3,20000,1,2,2
8321900,256,2019-04-11 12:00,1554984000,25.5,-49.9,A8EG9,225,9,25,17,,1023.3,20010,1,2,2
8383857,10256,2019-04-12 00:00,1555027200,23.5,-53.3,A8EG9,225,9,23,18.3,,1022.6,20000,3,1,1
8444987,10256,2019-04-12 12:00,1555070400,21.5,-56.6,A8EG9,225,9,25.5,20.2,,1021.2,20000,3,1,1
8446026,256,2019-04-12 12:00,1555070400,21.5,-56.6,A8EG9,225,9,25.5,20.2,,1021.2,20010,3,1,1
8475386,10256,2019-04-12 18:00,1555092000,20.5,-58.2,A8EG9,225,9,28,,,1019.9,20000,3,1,1
8475613,256,2019-04-12 18:00,1555092000,20.5,-58.2,A8EG9,225,9,28,,,1019.9,20010,3,1,1
8509874,10256,2019-04-13 00:00,1555113600,19.5,-59.9,A8EG9,225,9,24.5,19.9,,1019.3,20000,3,1,1
8510893,256,2019-04-13 00:00,1555113600,19.5,-59.9,A8EG9,225,9,24.5,19.9,,1019.3,20010,3,1,1
8543191,10256,2019-04-13 06:00,1555135200,18.5,-61.5,A8EG9,225,9,25.5,,,1017.8,10000,2,1,1
8543495,256,2019-04-13 06:00,1555135200,18.5,-61.5,A8EG9,225,9,25.5,,,1017.8,10010,2,1,1
8580334,10256,2019-04-13 13:00,1555160400,17.2,-63.2,A8EG9,225,9,26.5,21.3,,1018.6,20000,3,1,1
8580584,256,2019-04-13 13:00,1555160400,17.2,-63.2,A8EG9,225,9,26.5,21.3,,1018.6,20010,3,1,1
8642025,10256,2019-04-14 01:00,1555203600,15.6,-66.5,A8EG9,225,9,26,23.1,,1015.7,20000,3,1,1
8642204,256,2019-04-14 01:00,1555203600,15.6,-66.5,A8EG9,225,9,26,23.1,,1015.7,20010,3,1,1
8713293,10256,2019-04-14 15:00,1555254000,13.7,-70.4,A8EG9,225,9,28,22.1,,1014.8,20000,3,1,1
8714223,256,2019-04-14 15:00,1555254000,13.7,-70.4,A8EG9,225,9,28,22.1,,1014.8,20010,3,1,1
8776196,10256,2019-04-15 03:00,1555297200,12.1,-73.7,A8EG9,225,9,26.5,23.6,,1012.2,10000,5,1,1
8776336,256,2019-04-15 03:00,1555297200,12.1,-73.7,A8EG9,225,9,26.5,23.6,,1012.2,10010,5,1,1
8838058,10256,2019-04-15 15:00,1555340400,10,-76.3,A8EG9,,9,28,23.7,,1012.5,10000,5,1,1
8838292,256,2019-04-15 15:00,1555340400,10,-76.3,A8EG9,,9,28,23.7,,1012.5,10010,5,1,1
9220592,10256,2019-04-18 15:00,1555599600,9.7,-76.2,A8EG9,45,7,29.5,23,,1011.1,10000,5,2,2
9222015,256,2019-04-18 15:00,1555599600,9.7,-76.2,A8EG9,45,7,29.5,23,,1011.1,10010,5,2,2
9470729,10256,2019-04-20 15:00,1555772400,13.5,-72.3,A8EG9,45,9,27,22.6,,1015.8,20000,3,1,1
9471053,256,2019-04-20 15:00,1555772400,13.5,-72.3,A8EG9,45,9,27,22.6,,1015.8,20010,3,1,1
9533392,10256,2019-04-21 03:00,1555815600,16.1,-70,A8EG9,45,9,25.5,21.8,,1017.5,10000,2,0,0
9533883,256,2019-04-21 03:00,1555815600,16.1,-70,A8EG9,45,9,25.5,21.8,,1017.5,10010,2,0,0
9595856,10256,2019-04-21 15:00,1555858800,18.8,-67.7,A8EG9,45,9,27,21,,1019.4,20000,3,0,0
9595973,256,2019-04-21 15:00,1555858800,18.8,-67.7,A8EG9,45,9,27,21,,1019.4,20010,3,0,0
9619040,10256,2019-04-21 20:00,1555876799,19.5,-66.9,A8EG9,45,9,28,,,1017.4,20000,3,2,2
9657311,10256,2019-04-22 03:00,1555902000,20.6,-65,A8EG9,45,9,27,19.3,,1019.4,20000,3,1,1
9657817,256,2019-04-22 03:00,1555902000,20.6,-65,A8EG9,45,9,27,19.3,,1019.4,20010,3,1,1
9671071,10256,2019-04-22 06:00,1555912800,20.9,-64.3,A8EG9,45,9,25.5,,,1018,20000,2,2,2
9671986,256,2019-04-22 06:00,1555912800,20.9,-64.3,A8EG9,45,9,25.5,,,1018,20010,2,2,2
9718726,10256,2019-04-22 15:00,1555945200,22.3,-62,A8EG9,45,9,26.5,22.1,,1018.4,20000,3,1,1
9719107,256,2019-04-22 15:00,1555945200,22.3,-62,A8EG9,45,9,26.5,22.1,,1018.4,20010,3,1,1
